,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10),env_slopesolar,env_levelsolar,match_solar,watt
118,2.5,13.8,0.0,1.7,66.5,12.0,19.61,1.5,6143.716856892011,5352.693371378403,5758.333333333334,74.6478102087079
119,0.8,15.3,0.0,1.3,51.6,12.0,16.77,6.8,4551.96992976295,4224.463345039509,3519.444444444445,57.96233084244553
120,2.5,18.2,0.0,1.4,63.5,12.1,18.91,1.6,4926.11215978929,4437.7620719929755,5013.88888888889,107.49727886303778
121,7.5,18.9,9.8,2.4,72.6,12.1,5.16,9.3,647.1249305692428,683.5196242676175,775.0,14.79726071025425
122,3.4,16.0,0.3,3.9,92.3,12.1,7.41,9.1,686.0735206321335,731.8114661984196,1355.5555555555557,15.565684306409132
123,1.8,10.3,0.0,2.5,64.8,12.2,21.39,5.1,5813.046532045653,5178.911984196663,5822.222222222222,45.629277655150936
124,-0.5,10.0,0.7,2.9,65.1,12.2,17.81,2.8,3360.0046916154524,3038.5476432177347,3133.3333333333335,45.282477950460496
125,-1.7,10.8,0.0,2.1,61.3,12.3,24.45,0.9,0.0,0.0,0.0,0.0
126,0.7,15.0,0.0,1.9,63.4,12.3,18.56,5.5,4931.016031606672,4531.516672519754,4077.777777777778,110.53275449956101
127,3.7,19.8,0.0,1.5,61.9,12.3,20.41,2.4,5940.949078138718,5369.681079894643,5744.444444444444,73.78812410642925
128,7.9,22.7,0.0,3.3,60.6,12.4,20.04,5.1,5544.42251975417,5070.409789288849,5222.222222222223,81.96447518850285
129,6.9,17.6,0.0,1.7,68.0,12.4,16.0,7.9,3960.296942705826,3752.6340926088515,4683.333333333333,87.45498709584764
130,5.1,17.3,0.0,1.7,57.1,12.5,19.96,5.0,5650.177962489344,5153.3785166240405,5441.666666666667,75.66900208500407
131,4.3,9.8,3.0,2.8,77.1,12.5,9.17,8.0,3654.962818724328,3513.7237076648844,3875.0000000000005,56.70995578639201
132,2.8,8.9,0.0,4.5,50.1,12.5,22.52,3.8,0.0,0.0,0.0,0.0
133,0.6,12.1,0.0,2.1,50.3,12.6,23.77,3.6,6365.431049181292,5825.154452185671,6036.11111111111,70.45374764847877
134,1.0,13.0,0.0,2.1,45.9,12.6,25.09,1.3,6532.083625987708,5992.559043020193,6413.888888888889,71.29820917761393
135,0.1,13.8,0.0,2.1,54.5,12.6,25.7,0.0,6697.917910447763,6163.807726075504,6497.222222222222,59.72469965357582
136,0.9,17.1,0.0,1.8,51.5,12.7,24.91,2.0,6546.415276558384,6049.588893766462,6188.88888888889,74.32052003715164
137,4.8,18.0,0.0,2.4,56.6,12.7,13.38,3.0,4608.838235294117,4412.10294117647,4452.777777777778,94.26662807287092
138,2.7,21.8,0.0,1.5,43.3,12.8,21.82,1.6,5322.176470588235,5019.999999999999,5855.555555555556,76.84338215895214
139,8.9,20.3,0.0,1.5,63.4,12.8,13.5,8.3,0.0,0.0,0.0,0.0
140,5.9,20.1,0.0,1.6,51.8,12.8,22.67,4.0,1640.2754704737183,1588.2964148021313,2583.3333333333335,27.1054277195953
141,7.1,19.9,33.3,2.5,65.4,12.9,11.17,8.9,2590.0051360842845,2555.9638279192272,1572.2222222222224,45.75394068402333
142,5.6,10.2,5.2,1.7,92.9,12.9,5.67,9.4,126.22549019607845,138.19607843137254,236.1111111111111,2.164975490196079
143,4.2,15.1,0.0,1.3,79.5,12.9,16.2,6.8,3835.563432835821,3844.8884986830553,3991.6666666666665,81.48165622115665
144,4.9,17.3,0.0,1.7,67.5,13.0,25.75,2.3,6561.603380158034,6197.570017559263,6469.444444444443,48.36483061826478
145,4.6,19.2,0.0,1.7,48.4,13.0,24.54,4.4,6105.8715978928885,5823.23748902546,4491.666666666666,66.99686938178426
146,6.7,14.5,1.5,2.2,76.0,13.0,9.06,5.9,557.6030762477205,586.1925440669953,591.6666666666666,12.900306963485738
147,2.8,18.8,0.0,1.6,56.3,13.1,26.58,0.0,5981.764003511853,5696.130377524145,6172.222222222223,27.760400022319335
148,5.2,23.8,0.0,1.6,37.4,13.1,21.27,5.9,5019.584284460053,4906.388718173836,4816.666666666666,74.50643119535329
149,11.1,23.0,0.0,1.6,54.1,13.2,25.01,4.4,6257.350087796312,5964.462906057945,5802.777777777778,70.2782313563942
150,9.9,23.1,0.0,2.4,74.1,13.2,24.49,4.3,6272.599648814748,5999.782265144864,6575.0,87.36888984549437
151,13.1,21.4,0.1,1.4,90.8,13.2,13.04,8.8,2062.8590869183495,2121.0263388937665,2216.666666666667,47.321503511852505
152,12.7,22.9,0.0,1.5,73.1,13.3,22.96,5.8,5104.872475856013,5040.140693590868,6388.888888888889,84.26400812192635
153,14.1,21.9,0.0,1.2,76.4,13.3,13.82,7.9,4140.288191395961,4147.861940298508,3924.9999999999995,69.38087009803921
154,12.0,29.0,0.0,1.3,73.0,13.3,14.96,3.5,5913.456540825286,5723.743634767341,6222.222222222223,71.95150588072839
155,15.2,22.4,18.8,1.1,85.9,13.4,6.59,9.5,1037.5313871817382,1106.33384547849,1211.111111111111,24.5563372475856
156,15.1,20.2,0.6,1.2,96.9,13.4,7.56,9.3,2947.899473222125,3076.3439420544337,2269.4444444444443,55.450707674860986
157,10.2,16.8,4.8,1.3,99.0,13.4,2.86,9.8,943.7491220368743,996.7539508340651,1513.8888888888887,22.6804422739245
158,8.1,10.3,3.2,1.8,98.9,13.5,2.86,10.0,832.9411764705884,902.3676470588236,1136.1111111111113,20.05316176470588
159,6.4,18.8,0.0,1.5,74.9,13.5,25.5,6.5,5527.970588235295,5435.073529411765,5875.0,66.70841996567962
160,10.4,18.0,0.2,1.3,75.8,13.5,14.95,7.1,0.0,0.0,0.0,0.0
161,9.6,14.0,30.8,0.9,94.8,13.6,3.04,8.4,0.0,0.0,0.0,0.0
