,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10),env_slopesolar,env_levelsolar,match_solar,watt
46,12.9,26.4,0.0,2.9,77.9,14.2,20.43,7.5,5472.975688490659,5250.574307847351,5186.111111111111,219.84845127053592
47,16.3,27.0,0.0,1.4,74.9,14.3,16.71,9.1,4004.4066448971676,3896.260174669671,4199.999999999999,161.46902592391433
48,15.6,25.4,0.0,1.5,74.1,14.3,15.3,8.0,3037.875746183641,2991.7638072453865,3705.5555555555557,144.88877837696114
49,14.6,27.8,0.0,1.7,60.9,14.3,27.41,4.8,6312.313323696441,6058.629470098406,7041.666666666666,267.52211646713346
50,12.6,28.2,0.0,1.9,59.1,14.3,26.25,3.3,6219.810867403486,5958.100577545692,6755.555555555556,259.08861779608986
51,13.3,28.5,0.0,2.0,54.4,14.3,26.23,3.0,6436.667337415773,6139.545261597736,6847.222222222223,269.5749529427802
52,14.5,27.0,0.0,1.2,53.0,14.4,17.97,9.1,4312.416551313995,4216.654623847755,4425.0,182.42685105575458
53,14.7,26.3,0.5,1.5,72.8,14.4,16.58,7.9,4552.947174225745,4419.4002907253525,4213.888888888889,207.74917655138862
54,17.8,31.2,0.0,2.2,57.5,14.4,25.34,4.1,5108.658247303211,4931.090463619865,6388.888888888889,218.09815430746377
55,14.9,29.0,0.0,2.4,47.1,14.4,27.26,3.9,5746.437801300918,5578.466350005181,7075.000000000001,232.59775129204738
56,16.7,28.5,0.0,2.7,76.6,14.4,20.45,7.3,4746.34448015846,4571.556641841855,5105.555555555557,208.83887842644194
57,19.4,31.0,0.0,2.6,73.9,14.4,26.56,4.4,6060.015942028224,5811.873710054187,6766.666666666667,253.49795760518
58,18.9,31.2,0.0,1.7,69.0,14.5,21.02,4.6,4988.672494172493,4807.918997668998,5263.888888888889,205.89148753675133
59,19.9,28.4,0.0,3.3,63.3,14.5,20.54,7.5,3254.3333333333335,3127.0,5222.222222222223,151.20207286432162
60,17.6,31.5,0.0,2.3,48.0,14.5,27.66,0.8,6183.787878787879,5942.984848484849,7061.111111111111,263.2674413735343
61,15.7,31.8,0.0,1.5,47.6,14.5,27.29,0.3,6025.825757575757,5787.530303030303,6986.111111111111,254.6772597837673
62,16.3,33.8,0.0,1.8,54.4,14.5,27.85,0.3,6166.44696969697,5928.174242424243,7116.666666666667,265.11184064260704
63,19.6,32.6,0.0,2.0,65.3,14.5,26.94,5.0,5758.189393939393,5531.15909090909,6755.555555555556,247.43094830211663
64,21.8,30.2,12.0,2.0,86.8,14.5,15.53,7.4,4330.969696969697,4200.242424242424,3947.2222222222226,193.1549805847419
65,22.3,30.6,0.7,2.0,84.8,14.5,18.53,7.9,4392.075757575758,4321.613636363637,4794.444444444444,185.79472361809047
66,20.8,28.1,40.0,2.0,93.1,14.5,10.13,10.0,3737.848484848485,3635.9999999999995,2619.4444444444443,163.39396984924625
67,22.0,28.4,13.1,3.1,88.0,14.5,7.21,8.8,1884.532051282051,1894.7051282051282,1611.1111111111113,86.63610295065071
68,19.5,32.2,0.0,2.1,61.9,14.5,28.6,4.3,6405.893939393939,6237.878787878786,6975.0,263.90367633622657
69,19.8,31.5,0.0,2.5,57.0,14.5,28.98,5.1,6378.583333333334,6180.590909090909,7075.0,265.70277714329217
70,17.7,28.8,0.1,1.2,62.9,14.5,16.7,9.4,3839.7272727272725,3768.6136363636365,4133.333333333333,155.89984087102178
71,17.0,20.2,29.5,2.5,95.4,14.5,4.0,9.8,1051.6666666666667,1034.4999999999998,980.5555555555555,49.62227386934673
72,19.2,28.4,0.0,3.1,70.6,14.6,25.38,4.5,4539.606060606061,4451.234848484849,6375.0,206.21838510735495
73,19.6,28.6,0.0,2.1,70.6,14.6,24.66,6.6,6138.022727272727,5964.0,6061.111111111111,265.1666784680981
74,17.8,28.9,0.0,2.6,68.3,14.5,30.32,2.0,4960.265151515151,4822.931818181819,7497.222222222221,214.04864930714177
75,15.8,30.6,0.0,1.5,68.4,14.5,29.83,0.1,6510.818181818182,6358.181818181818,7313.8888888888905,274.9391072788183
76,18.1,32.1,0.0,1.6,65.9,14.5,29.01,4.3,6525.818181818182,6384.022727272726,7213.888888888889,269.1547217146338
77,19.4,27.4,17.8,1.4,80.3,14.6,0.0,9.3,2240.950466200466,2241.8857808857806,1872.2222222222222,94.85283240210376
78,20.9,24.9,28.1,1.9,97.1,14.5,0.0,9.5,1372.583333333333,1374.5833333333335,397.2222222222223,60.88165829145729
79,21.5,32.0,0.0,2.5,73.8,14.5,28.49,2.5,6386.250000000002,6225.954545454547,7161.111111111111,264.95211474036853
80,20.5,31.6,0.0,1.5,75.4,14.5,20.35,6.8,5179.772727272726,5049.159090909091,5027.777777777777,206.11666019491395
81,20.4,33.7,0.0,1.5,75.3,14.5,23.95,3.4,5077.113636363636,4938.60606060606,5969.444444444444,203.95012524744936
82,19.5,27.5,70.4,1.9,88.0,14.5,9.72,8.8,2090.4545454545455,2084.143939393939,2347.222222222222,88.61514923100351
83,20.4,26.0,5.9,4.4,80.4,14.5,6.52,8.4,4971.439393939393,4813.492424242424,1511.1111111111113,208.02358687376275
84,20.0,27.6,0.0,1.9,76.0,14.5,15.45,6.0,3097.5000000000005,3030.25,3897.2222222222226,132.35052345058625
85,18.3,28.8,0.0,1.8,71.6,14.5,18.73,7.5,4450.954545454546,4300.30303030303,4447.222222222223,177.75910956296636
86,18.8,23.0,5.1,2.5,81.4,14.5,6.9,8.8,1255.9358974358975,1260.076923076923,1641.666666666667,56.61349697203968
87,18.8,25.2,0.0,1.9,82.4,14.5,11.02,8.8,1718.6474358974358,1715.8653846153845,2836.1111111111113,0.0
88,19.7,28.7,0.0,1.7,77.4,14.5,22.02,7.9,4980.378205128205,4848.23717948718,5336.111111111111,0.0
89,20.2,28.4,0.0,1.4,88.1,14.5,6.78,9.7,1456.5769230769229,1454.942307692308,1652.7777777777776,0.0
90,22.6,30.2,0.0,2.9,84.5,14.4,23.39,5.9,5758.1474358974365,5553.6025641025635,5813.88888888889,0.0
91,21.5,31.2,0.0,1.6,75.4,14.4,21.47,5.0,4682.166666666667,4540.249999999999,5291.666666666668,64.55312090756814
92,20.7,29.2,1.2,1.8,84.4,14.4,12.35,8.1,4799.742424242425,4608.022727272727,3133.3333333333335,193.63401210598448
93,21.4,27.5,80.4,2.5,96.5,14.4,5.72,9.2,1022.448717948718,1013.525641025641,1269.4444444444443,47.86697037050052
94,22.3,30.5,0.0,2.2,85.5,14.4,14.55,0.0,4050.5303030303025,3932.234848484849,3791.6666666666665,156.53733097304706
95,18.9,22.4,23.7,3.0,89.3,14.4,4.59,0.0,1027.9038461538462,1033.2115384615383,1052.7777777777778,47.996118090452256
96,18.9,20.4,83.5,3.5,95.8,14.4,2.79,7.7,732.5,732.0833333333333,713.8888888888888,36.33910385259632
97,19.2,22.5,0.5,2.5,89.3,14.3,8.65,8.9,1496.9166666666665,1508.0192307692305,2150.0,65.1196086200232
98,19.1,22.9,1.0,2.3,83.8,14.3,9.76,8.3,1740.6089743589744,1723.1410256410256,2508.3333333333335,78.95285498002833
99,18.4,28.5,0.0,1.7,74.1,14.3,24.76,5.0,6034.378787878786,5759.272727272726,6263.88888888889,259.37342127303185
100,17.1,29.1,0.0,2.2,75.9,14.3,29.09,1.1,6511.000000000001,6231.083333333334,7208.333333333333,275.7142435663165
101,17.9,26.9,0.0,1.7,78.0,14.3,15.14,7.1,3053.75,3012.833333333334,3572.222222222222,125.31725864169331
102,20.9,25.7,0.2,1.8,92.3,14.2,4.55,8.0,1328.4166666666665,1325.8333333333335,1088.888888888889,59.08450167504187
103,24.0,29.0,0.3,3.8,90.5,14.2,7.82,8.9,3357.5606060606056,3282.8409090909095,1900.0,142.8046238769606
104,22.9,31.9,6.2,1.6,79.9,14.2,22.81,8.1,6061.083333333333,5734.962121212122,5622.222222222222,246.64413849550783
105,22.0,26.9,82.1,1.2,97.5,14.2,7.05,10.0,1306.9166666666667,1292.75,1855.5555555555554,59.84848827470686
106,21.7,23.3,96.5,2.3,96.9,14.1,5.8,10.0,1065.2814685314686,1066.16317016317,1461.111111111111,48.541105586206086
107,20.6,25.5,2.1,2.5,91.0,14.1,9.64,5.9,2516.833333333333,2448.4166666666665,2505.555555555555,103.99954773869347
108,20.7,26.4,1.5,1.9,91.5,14.1,8.41,8.4,3221.4318181818185,3158.1136363636365,1988.8888888888887,139.75015494137355
109,20.0,29.9,0.0,1.9,80.6,14.1,26.54,5.5,6148.590909090909,5755.924242424241,6727.777777777777,255.92114055124102
110,22.0,27.0,37.5,2.1,93.5,14.1,5.52,9.9,936.1666666666666,945.0000000000001,1405.5555555555552,42.821077737170704
111,21.8,23.9,19.1,1.5,97.3,14.0,3.32,9.5,1195.6666666666665,1186.722222222222,811.1111111111111,53.648322166387494
112,21.9,29.7,16.7,0.8,96.9,14.0,8.33,9.4,898.8857808857808,895.002331002331,2102.777777777778,40.98910827447259
113,21.1,30.1,38.1,1.4,97.8,14.0,8.85,9.6,1447.3333333333333,1424.4999999999995,2297.222222222222,63.79069514237855
114,21.3,32.7,0.0,1.7,86.8,13.9,18.69,8.1,3654.4848484848485,3494.6287878787875,4600.0,161.9491244099284
115,24.3,32.6,0.0,2.2,83.5,13.9,21.23,8.1,5174.30303030303,4900.492424242424,5452.777777777777,204.2430226892036
116,25.4,32.7,0.0,3.2,83.5,13.9,18.85,7.9,4710.689393939393,4447.606060606061,4869.444444444444,191.9772175270291
117,25.8,31.1,0.0,3.4,81.9,13.9,17.9,8.3,4687.333333333333,4483.818181818182,4413.888888888889,181.79998324958123
118,25.2,31.2,0.0,3.0,86.8,13.8,19.02,6.8,5335.689393939393,5042.757575757577,4847.222222222222,214.47534300289323
119,25.4,31.2,0.0,3.3,89.4,13.8,18.29,7.4,4119.386363636363,3930.204545454545,4730.555555555556,162.52500228414806
120,25.7,29.3,7.0,4.2,90.3,13.8,5.83,9.4,1195.5833333333333,1187.5833333333333,1491.666666666667,51.90529731993299
121,24.0,28.3,53.1,2.4,93.9,13.8,4.87,10.0,1622.7272727272727,1610.7575757575758,1200.0000000000002,69.62628825947921
122,24.0,27.0,95.0,2.6,98.3,13.7,3.16,9.9,731.6666666666667,724.2500000000001,775.0,34.239543551088786
123,24.3,30.8,7.3,3.5,91.6,13.7,19.5,7.3,3781.3787878787875,3554.7954545454545,5066.666666666667,160.04132823206942
124,24.3,31.7,11.6,2.6,94.3,13.6,10.5,7.4,1703.1590909090908,1683.8787878787878,2516.666666666667,70.93731384193696
125,25.0,31.8,11.0,2.6,92.4,13.6,12.91,7.6,4857.409090909091,4578.462121212121,3458.3333333333335,178.14460636515912
126,25.4,30.1,27.0,2.2,94.8,13.6,7.82,8.1,2521.8018648018647,2426.7109557109557,1800.0000000000002,100.92276935376184
127,24.7,33.8,0.0,3.0,83.6,13.6,22.54,5.9,5975.628787878789,5435.765151515152,5611.111111111112,242.15998781787727
128,27.0,32.9,0.0,3.8,81.0,13.5,25.27,5.0,5974.319696969696,5445.410606060606,6430.555555555556,241.8013171920207
129,25.9,34.4,0.0,2.7,80.0,13.5,23.55,3.9,5844.606060606061,5330.489393939394,5969.444444444444,227.8421394853053
130,24.5,35.1,0.0,2.4,79.5,13.5,27.06,4.3,5842.886363636364,5338.537878787879,6783.333333333332,233.70825148469618
131,25.4,36.4,0.0,1.5,78.0,13.4,25.34,3.1,5767.520202020202,5242.85101010101,6483.333333333333,232.97118372163848
132,24.3,36.0,0.0,1.5,77.8,13.4,25.61,1.4,6202.378787878789,5536.575757575757,6536.111111111111,250.9316826557028
133,24.7,36.6,0.0,1.8,78.0,13.4,25.81,0.5,6149.007575757576,5470.227272727272,6586.11111111111,250.41860172072487
134,25.2,37.8,0.0,1.8,69.6,13.3,25.17,0.8,6138.446969696971,5444.143939393939,6455.555555555556,255.28721981117712
135,23.4,33.9,0.0,2.0,75.5,13.3,20.51,4.1,4333.871212121212,3913.560606060606,5325.0,189.49507309273645
136,24.2,32.1,0.0,2.4,75.1,13.3,18.1,7.4,4547.613636363637,4173.666666666667,4569.444444444444,192.61910004568298
137,24.1,33.2,0.0,1.7,76.1,13.2,21.13,7.3,4139.030303030303,3741.8106060606056,5450.0,174.90780797929037
138,23.3,34.5,0.0,1.3,74.8,13.2,24.29,3.8,5353.886363636363,4696.492424242424,6255.555555555556,229.4924116796102
139,23.7,36.2,0.0,1.7,73.0,13.2,24.0,3.6,5300.280303030303,4634.30303030303,6183.333333333332,220.42884917009286
140,28.3,32.9,0.0,3.0,76.1,13.1,15.38,8.5,4620.310606060606,4147.151515151515,4075.0,183.15028704126692
141,24.1,29.3,23.3,1.9,94.4,13.1,4.63,9.1,1650.5757575757573,1590.1363636363637,1066.6666666666665,78.48034414496725
142,25.2,31.7,18.5,1.3,89.5,13.1,13.8,8.8,2524.2196969696965,2281.409090909091,3508.3333333333335,110.87716879853816
143,24.6,32.9,1.6,2.1,86.9,13.0,20.71,6.3,5103.606060606062,4570.090909090908,5413.888888888889,200.05469963453635
144,24.9,34.9,15.0,1.8,86.8,13.0,18.92,6.3,3649.757575757576,3367.772727272727,4983.333333333333,140.90399992386173
145,24.3,28.3,0.0,3.1,79.8,12.9,8.25,6.6,2339.121212121212,2210.2424242424245,2094.4444444444443,106.7136154256129
146,23.5,29.9,0.0,3.1,81.5,12.9,9.46,6.8,1909.9090909090908,1867.1969696969695,2444.444444444445,78.38339614740369
147,24.8,30.7,62.4,3.9,85.6,12.9,8.93,9.9,2142.3181818181815,2110.318181818182,2416.6666666666665,89.77973618090452
148,23.1,31.0,133.0,5.6,74.1,12.8,17.84,4.9,6012.211538461538,5180.801282051281,4658.333333333333,0.0
149,18.0,29.8,0.0,1.7,76.9,12.8,23.54,1.4,6214.255827505827,5280.462703962705,6141.666666666667,5.023951576062129
150,17.9,21.2,30.9,2.2,95.5,12.8,2.8,9.6,646.0448717948718,646.4358974358973,719.4444444444443,30.97580112098956
151,18.8,21.6,6.4,4.6,89.8,12.7,4.58,9.6,948.2500000000001,974.3333333333334,1144.4444444444443,41.90769262981574
152,19.6,25.4,195.5,6.2,88.1,12.7,4.0,7.9,1373.0705128205127,1301.679487179487,958.3333333333335,8.07554134307903
153,21.5,29.2,0.0,3.8,80.9,12.7,21.89,5.5,5446.439393939393,4661.022727272727,5808.333333333334,220.10051774021628
154,20.5,28.7,0.0,2.2,84.5,12.6,16.54,5.1,3576.4393939393935,3070.840909090909,4388.88888888889,151.77521280645652
155,20.3,28.8,0.0,1.5,81.1,12.6,15.54,8.1,4212.250000000001,3713.75,4036.1111111111113,170.7894301050708
156,19.7,28.1,14.0,2.9,84.3,12.6,8.1,10.0,1465.666666666667,1452.916666666667,2116.6666666666665,62.92185929648241
157,19.3,25.7,2.2,4.2,79.8,12.5,16.41,8.1,1392.4166666666665,1380.0,4422.222222222222,60.76237855946398
158,19.0,25.3,0.0,1.9,79.4,12.5,10.84,8.0,3681.5303030303025,3380.916666666667,2905.555555555555,140.44191601949137
159,17.9,28.5,0.0,1.5,82.1,12.4,19.51,5.8,5817.924242424242,4905.265151515152,5199.999999999999,229.73788487894015
160,18.9,29.4,0.0,1.7,77.4,12.4,16.74,7.1,5413.5,4481.249999999999,4386.11111111111,218.834050175118
161,20.5,23.2,1.3,1.6,90.4,12.4,4.46,7.6,1388.5833333333335,1348.1666666666665,1108.3333333333333,59.179715242881066
162,18.1,24.0,5.4,1.2,93.8,12.3,4.46,9.8,1149.1002331002333,1156.8927738927741,1138.888888888889,51.55569789506976
163,16.3,24.2,0.9,1.4,87.0,12.3,9.6,8.3,2623.083333333334,2415.4166666666665,2558.3333333333335,114.498391959799
164,13.6,27.5,0.0,1.4,75.1,12.3,19.56,3.1,5602.033333333333,4710.516666666666,5149.999999999999,214.54684216537234
165,13.8,27.8,0.0,1.9,68.1,12.2,22.17,0.1,6281.068181818183,5049.803030303031,5875.000000000001,264.50717228332803
166,12.1,25.8,0.0,1.8,70.4,12.2,18.29,4.3,5374.166666666666,4428.613636363636,4819.444444444444,223.609519948226
167,17.6,23.7,0.0,3.1,69.5,12.2,13.7,6.0,2581.153846153846,2265.202214452215,3566.6666666666665,124.98854719401201
168,18.2,23.4,0.0,3.4,75.4,12.1,8.43,9.3,2320.333333333334,2212.083333333333,2197.2222222222226,101.0002554438861
169,19.0,26.0,0.0,4.0,71.1,12.1,12.8,7.8,2768.7500000000005,2491.583333333333,3344.444444444445,117.71848827470686
170,17.2,25.4,0.0,3.1,72.0,12.0,13.89,4.5,2710.3846153846152,2336.0641025641025,3688.8888888888887,130.31809335137226
171,16.9,25.6,0.0,3.3,64.5,12.0,20.12,5.5,4949.159090909091,3952.106060606061,5408.333333333334,214.61590680676107
172,16.7,24.9,0.0,2.9,72.6,12.0,14.95,5.1,3708.261072261072,3132.1573426573436,3977.7777777777774,152.19627511098616
173,14.5,25.5,0.0,2.4,69.5,11.9,19.76,2.8,5268.35606060606,4115.280303030303,5369.444444444443,227.67010545149992
174,12.5,26.9,0.0,1.3,71.8,11.9,18.77,3.9,5803.007575757577,4567.69696969697,5013.888888888888,235.7380954012487
175,14.2,27.0,0.0,2.0,70.9,11.9,18.35,4.0,4926.371212121211,3844.431818181818,4925.0,219.64906806761078
176,13.3,26.4,0.0,1.7,77.6,11.8,17.57,3.5,2895.083333333334,2344.3333333333335,4713.888888888889,140.55591289782245
177,13.7,26.1,0.0,1.4,79.3,11.8,18.12,3.4,5528.886363636364,4258.022727272726,4855.555555555556,227.7447456981879
178,18.6,28.1,0.0,1.3,77.9,11.8,14.04,8.4,4229.439393939395,3363.568181818182,3827.777777777778,178.46529389371102
179,18.4,26.8,0.1,1.9,75.4,11.7,9.85,9.1,3185.166666666666,2752.083333333334,2683.333333333333,129.0259296482412
180,12.2,22.4,0.0,2.4,46.8,11.7,20.48,2.9,5925.166666666667,4476.499999999999,5522.222222222223,256.01180904522613
181,9.4,24.6,0.0,1.7,61.0,11.6,19.12,2.9,5845.022727272727,4396.871212121211,5161.111111111112,245.3385625095173
182,15.1,23.7,0.0,3.2,60.6,11.6,18.96,6.3,5515.340659340661,4227.217948717948,5111.111111111111,227.494662510856
183,17.2,23.0,0.0,3.9,56.3,11.6,16.89,4.1,4292.7162004662,3412.7406759906753,4588.888888888889,183.4122259984572
184,17.5,23.0,0.0,3.9,57.1,11.5,14.03,6.6,3971.810023310023,3310.69696969697,3774.9999999999995,161.83144156095162
185,15.6,21.1,0.0,3.7,67.0,11.5,7.11,7.3,1606.0051282051284,1348.623076923077,1886.111111111111,79.71411821930162
186,13.3,22.2,0.0,1.6,74.6,11.5,8.75,7.8,2444.4999999999995,2128.6666666666665,2347.222222222222,102.67881909547738
187,12.3,26.1,0.0,1.6,74.8,11.4,16.19,5.1,4119.790909090909,3083.5976190476194,4391.666666666667,178.61011426178513
188,11.5,24.3,0.0,1.3,61.9,11.4,17.44,3.5,5503.749999999998,4011.4166666666665,4713.888888888889,234.43379282777528
189,9.1,22.7,0.0,1.2,59.3,11.4,13.35,4.5,3500.7179487179487,2696.25,3572.2222222222217,159.41630685478674
190,9.6,22.9,0.0,1.7,61.8,11.3,16.73,6.1,5204.775641025641,3800.198717948718,4541.666666666666,219.54098344285532
191,11.6,19.9,0.0,1.4,77.9,11.3,5.54,8.3,1297.602564102564,1267.673076923077,1413.8888888888887,56.75092127303183
192,9.9,22.7,0.0,1.4,69.5,11.2,16.74,2.0,5145.320512820512,3704.5935897435897,4544.444444444444,213.689667826311
193,9.3,23.1,0.0,1.0,66.9,11.2,17.15,4.1,5508.771095571095,3969.3805694305693,4636.111111111111,228.72756740579354
194,8.4,23.1,0.0,1.5,66.3,11.2,15.27,4.1,5113.099999999999,3770.2833333333338,3961.1111111111113,208.02560887772194
195,9.2,23.7,0.0,1.7,71.9,11.2,15.81,0.5,5300.083333333333,3772.333333333333,4283.333333333334,222.69664572864326
196,11.8,21.1,10.7,1.0,83.3,11.1,6.27,9.3,1722.6730769230771,1553.929487179487,1672.2222222222222,72.85400160141366
197,14.5,19.5,16.7,1.2,81.1,11.1,4.46,8.9,912.3817016317016,902.3444055944057,1155.5555555555554,41.43733586346653
