,env_slopesolar,env_levelsolar,env_modtemp,env_airtemp,pow_dcv,pow_dca,watt,일사,match_solar,z_score
2020-07-13 09:00,86.25,90.5,16.524999999999995,17.45,151.5,1.6749999999999998,255.42499999999998,0.18,50.0,-1.3318704786760072
2020-07-13 10:00,111.23076923076923,116.23076923076923,16.792307692307688,17.8,152.15384615384616,2.1076923076923078,321.0230769230769,0.41,113.88888888888889,-1.2421076913224247
2020-07-13 11:00,98.08333333333333,105.33333333333333,17.85833333333333,18.574999999999996,149.75,1.833333333333333,276.675,0.5,138.88888888888889,-1.3027925038216468
2020-07-13 12:00,145.08333333333334,151.08333333333334,18.383333333333336,18.825000000000003,151.16666666666666,2.6999999999999997,409.60833333333335,0.71,197.22222222222223,-1.1208898156346836
2020-07-13 13:00,146.15384615384616,157.84615384615384,18.584615384615383,19.42307692307692,149.69230769230768,2.776923076923077,416.1307692307692,0.42,116.66666666666667,-1.1119646755398687
2020-07-13 14:00,97.66666666666667,103.58333333333333,18.516666666666666,19.141666666666666,148.83333333333334,1.8666666666666665,277.6000000000001,0.54,150.0,-1.3015267566809274
2020-07-13 15:00,79.5,83.33333333333333,18.66666666666666,19.575,146.25,1.5333333333333334,223.92499999999998,0.38,105.55555555555556,-1.3749743002248238
2020-07-13 16:00,42.53846153846154,43.92307692307692,18.699999999999996,19.13076923076923,141.84615384615384,0.8846153846153846,126.64615384615385,0.27,75.0,-1.508088269275305
2020-07-13 17:00,33.0,34.0,18.699999999999996,19.466666666666665,132.5,0.7000000000000001,94.53333333333335,0.11,30.555555555555557,-1.5520306592693935
2020-07-14 09:00,126.41666666666667,130.25,16.408333333333335,17.583333333333332,150.83333333333334,2.3416666666666663,353.3666666666666,0.72,200.0,-1.1978495224158907
2020-07-14 10:00,182.75,186.75,15.916666666666666,18.14166666666667,155.33333333333334,3.4166666666666674,530.6583333333334,1.02,283.3333333333333,-0.9552479871113744
2020-07-14 11:00,244.92307692307693,253.3846153846154,17.692307692307693,19.13076923076923,153.92307692307693,4.476923076923077,689.4076923076923,1.26,350.0,-0.7380192874218576
2020-07-14 12:00,353.5833333333333,366.8333333333333,19.408333333333335,21.208333333333332,146.08333333333334,6.608333333333333,966.5416666666666,1.37,380.55555555555554,-0.35879600564777775
2020-07-14 13:00,384.4166666666667,401.3333333333333,20.6,22.816666666666666,148.75,7.133333333333333,1058.3333333333333,1.62,450.0,-0.23319055740433497
2020-07-14 14:00,284.53846153846155,291.9230769230769,20.707692307692312,22.138461538461538,147.84615384615384,5.269230769230769,778.6153846153846,1.88,522.2222222222222,-0.6159496858341592
2020-07-14 15:00,288.25,296.75,21.59166666666667,22.799999999999997,149.0,5.266666666666666,783.9666666666667,1.06,294.44444444444446,-0.6086271237200054
2020-07-14 16:00,196.33333333333334,204.25,21.99166666666667,22.5,146.83333333333334,3.6416666666666657,536.1166666666667,0.99,275.0,-0.9477789386683917
2020-07-14 17:00,103.38461538461539,106.92307692307692,21.46153846153846,21.85384615384616,147.69230769230768,1.9000000000000001,280.6153846153846,0.72,200.0,-1.2974005788916394
2020-07-15 09:00,331.0,343.7692307692308,18.715384615384615,20.43846153846154,151.23076923076923,6.0307692307692315,908.6692307692307,0.6,166.66666666666666,-0.43798721674359997
2020-07-15 10:00,421.6666666666667,428.5,19.450000000000003,22.141666666666666,146.91666666666666,7.858333333333334,1154.4416666666668,1.12,311.1111111111111,-0.10167828917086885
2020-07-15 11:00,472.25,484.4166666666667,20.641666666666666,22.708333333333332,149.41666666666666,8.641666666666666,1291.716666666667,2.01,558.3333333333333,0.08616542838829906
2020-07-15 12:00,577.0769230769231,588.6153846153846,22.04615384615385,23.73076923076923,147.76923076923077,10.538461538461538,1555.5692307692307,1.43,397.22222222222223,0.44721475658749194
2020-07-15 13:00,580.25,574.3333333333334,22.575000000000003,25.025000000000006,145.83333333333334,10.408333333333333,1500.45,1.95,541.6666666666666,0.3717909633498744
2020-07-15 14:00,629.8333333333334,605.8333333333334,23.583333333333332,27.408333333333335,145.9090909090909,10.909090909090908,1610.690909090909,3.12,866.6666666666666,0.522641898995393
2020-07-15 15:00,554.5384615384615,537.1538461538462,24.392307692307693,26.6,145.76923076923077,10.19230769230769,1486.753846153846,2.91,808.3333333333334,0.3530494848962313
2020-07-15 16:00,324.3333333333333,311.5,24.2,26.45,148.36363636363637,5.9818181818181815,888.4454545454545,1.61,447.22222222222223,-0.4656609323433729
2020-07-15 17:00,324.46153846153845,302.38461538461536,24.023076923076925,25.069230769230767,145.53846153846155,5.9692307692307685,868.9230769230769,2.14,594.4444444444445,-0.49237487143047043
2020-07-16 09:00,400.15384615384613,425.2307692307692,21.353846153846156,23.638461538461538,147.6153846153846,7.300000000000001,1075.3153846153846,1.09,302.77777777777777,-0.20995273810292578
2020-07-16 10:00,552.25,582.0,22.55,25.833333333333332,145.91666666666666,9.975,1457.5166666666667,1.34,372.22222222222223,0.31304205101667254
2020-07-16 11:00,566.5833333333334,578.5,23.924999999999997,26.825000000000003,144.08333333333334,10.191666666666666,1464.6416666666667,2.34,650.0,0.32279172493842867
2020-07-16 12:00,855.8461538461538,855.3076923076923,25.11538461538462,30.52307692307693,145.23076923076923,13.492307692307692,1963.330769230769,2.9,805.5555555555555,1.0051855689150164
2020-07-16 13:00,627.0,609.0833333333334,25.79166666666667,27.900000000000006,147.83333333333334,10.175,1507.3500000000001,3.19,886.1111111111111,0.3812327528319962
2020-07-16 14:00,617.0833333333334,591.8333333333334,27.38333333333333,28.974999999999998,140.33333333333334,11.416666666666666,1594.55,2.73,758.3333333333334,0.5005550778814182
2020-07-16 15:00,696.0769230769231,661.1538461538462,28.26153846153846,30.43846153846153,141.92307692307693,12.515384615384615,1775.9538461538464,3.0,833.3333333333334,0.7487836179729851
2020-07-16 16:00,462.5,433.3333333333333,28.358333333333334,29.7,145.08333333333334,8.466666666666667,1230.5833333333335,2.6,722.2222222222222,0.002512085826892073
2020-07-16 17:00,377.0,350.3333333333333,27.474999999999994,28.2,149.08333333333334,6.649999999999998,990.0749999999999,2.02,561.1111111111111,-0.32659357388749793
2020-07-17 09:00,478.5833333333333,533.5,23.35833333333333,26.45,145.08333333333334,8.674999999999999,1261.8416666666665,1.69,469.44444444444446,0.04528521668128596
2020-07-17 10:00,692.7692307692307,739.0,25.423076923076927,29.238461538461536,142.3846153846154,12.22307692307692,1733.1846153846154,2.45,680.5555555555555,0.6902592595330777
2020-07-17 11:00,665.25,682.75,25.95833333333334,27.75833333333333,142.91666666666666,11.733333333333333,1665.6083333333336,2.94,816.6666666666666,0.5977895451689207
2020-07-17 12:00,716.8333333333334,712.8333333333334,26.0,28.191666666666666,142.75,13.516666666666667,1927.8916666666664,3.38,938.8888888888889,0.9566915767634837
2020-07-17 13:00,890.8461538461538,864.9230769230769,29.084615384615383,32.861538461538466,140.92307692307693,15.076923076923077,2124.861538461538,3.29,913.8888888888889,1.2262202816631478
2020-07-17 14:00,904.5,876.8333333333334,30.25833333333333,34.233333333333334,141.0,15.733333333333336,2219.4666666666667,3.2,888.8888888888889,1.3556756011474895
2020-07-17 15:00,626.1666666666666,607.5,30.524999999999995,31.674999999999997,142.5,11.075000000000001,1575.7666666666667,1.42,394.44444444444446,0.47485242873564243
2020-07-17 16:00,422.0769230769231,395.15384615384613,30.23076923076923,30.607692307692307,143.53846153846155,7.753846153846154,1109.7153846153847,0.41,113.88888888888889,-0.1628806282210435
2020-07-17 17:00,236.83333333333334,226.25,29.03333333333333,29.21666666666667,146.75,4.499999999999999,662.6583333333334,0.42,116.66666666666667,-0.7746224491925243
2020-07-18 09:00,564.9166666666666,616.5,24.633333333333336,27.791666666666668,145.41666666666666,10.058333333333335,1459.8249999999998,1.1,305.55555555555554,0.3162007173047734
2020-07-18 10:00,685.0,726.0,26.41666666666667,29.60833333333333,140.75,12.208333333333334,1718.7083333333333,2.22,616.6666666666666,0.6704502729226396
