,env_slopesolar,env_levelsolar,env_modtemp,env_airtemp,pow_dcv,pow_dca,watt,기온,강수량,풍속,풍향,습도,일조,일사,적설,전운량,지중온도,match_solar,z_score
2020-09-28 10:00,560.5833333333334,581.3333333333334,39.21666666666667,24.391666666666666,497.9166666666667,28.341666062673,14100.299699624411,20.9,0.0,1.6,180.0,68.0,1.0,1.85,0.0,0.0,0.0,513.8888888888889,0.7953780442115695
2020-09-28 11:00,661.6666666666666,654.4166666666666,43.31666666666666,25.916666666666668,488.1666666666667,33.066665649414,16074.632835388149,22.6,0.0,1.6,110.0,63.0,1.0,2.35,0.0,1.0,0.0,652.7777777777778,1.1090189339508367
2020-09-28 12:00,646.6666666666666,615.75,41.358333333333334,25.783333333333335,487.75,32.066665967305575,15624.516332387959,24.3,0.0,1.1,160.0,58.0,1.0,2.63,0.0,2.0,0.0,730.5555555555555,1.0375138075210482
2020-09-28 13:00,763.0,685.9230769230769,45.55384615384616,26.269230769230774,477.15384615384613,38.33076858520507,18287.61507621178,24.9,0.0,1.3,250.0,53.0,1.0,2.43,0.0,4.0,0.0,675.0,1.4605714183904128
2020-09-28 14:00,707.1666666666666,594.8333333333334,43.125,25.950000000000006,484.25,35.94166564941416,17396.416174888658,24.3,0.0,1.6,360.0,46.0,0.9,2.23,0.0,4.0,0.0,619.4444444444445,1.318996315748216
2020-09-28 15:00,573.4166666666666,452.0,39.35833333333333,25.224999999999998,490.5833333333333,24.14166625340775,11810.074793974534,26.0,0.0,1.7,250.0,45.0,1.0,2.34,0.0,4.0,0.0,650.0,0.4315548554601986
2020-09-28 16:00,86.58333333333333,71.5,26.78333333333333,23.349999999999998,516.25,4.058333277702324,2082.233305493987,25.3,0.0,3.1,270.0,51.0,1.0,1.71,0.0,2.0,0.0,475.0,-1.1138018041743207
2020-09-28 17:00,21.307692307692307,21.076923076923077,19.946153846153848,21.76153846153846,504.6666666666667,1.6833332876364402,853.0499768654513,24.2,0.0,2.9,270.0,53.0,1.0,0.96,0.0,2.0,0.0,266.6666666666667,-1.3090688266743482
2020-09-29 09:00,327.6666666666667,370.1666666666667,28.091666666666665,21.066666666666666,519.3333333333334,16.383332808812572,8501.93306096401,18.0,0.0,0.3,0.0,89.0,0.4,0.68,0.0,7.0,0.0,188.88888888888889,-0.09397373833694501
2020-09-29 10:00,459.61538461538464,483.7692307692308,35.46153846153846,23.461538461538467,505.3076923076923,23.246153317965078,11717.630504461475,20.5,0.0,1.2,250.0,77.0,1.0,1.6,0.0,6.0,0.0,444.44444444444446,0.41686923392603215
2020-09-29 11:00,480.6666666666667,491.1666666666667,35.01666666666666,24.008333333333336,498.5,24.166666189829616,12011.549770037387,22.3,0.0,1.3,290.0,58.0,1.0,2.14,0.0,7.0,0.0,594.4444444444445,0.46356099951354574
2020-09-29 12:00,399.4166666666667,416.75,32.949999999999996,23.325000000000003,509.75,20.241665999094746,10291.366321881664,23.3,0.0,1.7,320.0,53.0,1.0,2.42,0.0,6.0,0.0,672.2222222222222,0.1902941138895969
2020-09-29 13:00,318.1666666666667,330.25,28.024999999999995,21.166666666666664,514.25,17.724999745686834,9097.683203617722,23.3,0.0,1.6,320.0,51.0,0.8,1.85,0.0,7.0,0.0,513.8888888888889,0.0006666247403455865
2020-09-29 14:00,501.9230769230769,469.15384615384613,35.38461538461539,24.030769230769234,503.46153846153845,25.8615374931923,13011.414898799052,23.9,0.0,3.0,320.0,48.0,0.2,1.36,0.0,9.0,0.0,377.77777777777777,0.6223987270091972
2020-09-29 15:00,356.4166666666667,319.4166666666667,32.2,23.49166666666667,519.3333333333334,15.991666316986025,8257.791484673786,23.9,0.0,2.5,290.0,47.0,0.9,1.75,0.0,8.0,0.0,486.1111111111111,-0.1327578623649257
2020-09-29 16:00,118.25,121.33333333333333,24.95,21.991666666666664,526.5,6.341666499773667,3343.8665786981605,23.2,0.0,3.3,320.0,47.0,0.8,1.22,0.0,10.0,0.0,338.8888888888889,-0.9133798109632555
2020-09-29 17:00,35.333333333333336,38.833333333333336,20.291666666666668,20.875,505.9166666666667,2.1166666050751917,1076.8166354099867,22.4,0.0,2.2,320.0,51.0,0.0,0.47,0.0,10.0,0.0,130.55555555555554,-1.273521444822429
2020-09-30 09:00,289.1666666666667,327.4166666666667,29.03333333333333,20.974999999999998,522.0833333333334,14.341666380564334,7483.941518147766,18.5,0.0,1.0,290.0,85.0,0.6,0.8,0.0,4.0,0.0,222.22222222222223,-0.25569101261671145
2020-09-30 10:00,402.4166666666667,425.1666666666667,33.12499999999999,22.150000000000002,512.75,20.566666126251416,10538.033058802386,20.8,0.0,0.8,180.0,76.0,0.9,1.54,0.0,6.0,0.0,427.77777777777777,0.22947938279659413
2020-09-30 11:00,309.0,321.0,33.39230769230768,23.353846153846156,501.9230769230769,16.39999961853023,8125.261352612399,21.9,0.0,1.6,180.0,70.0,1.0,2.1,0.0,3.0,0.0,583.3333333333334,-0.15381148689466675
2020-09-30 12:00,184.75,191.58333333333334,28.416666666666668,22.75,515.5833333333334,9.291666507720901,4767.658252080259,23.2,0.0,1.1,140.0,64.0,1.0,2.4,0.0,3.0,0.0,666.6666666666666,-0.6871974716438186
2020-09-30 13:00,192.66666666666666,193.5,27.016666666666666,22.741666666666664,523.0,10.86666643619534,5677.733212629937,24.7,0.0,0.7,140.0,59.0,0.8,2.17,0.0,6.0,0.0,602.7777777777778,-0.5426237342204162
2020-09-30 14:00,560.0,527.25,36.61666666666666,23.816666666666666,499.5833333333333,28.233332633972164,14108.966314792631,24.0,0.0,1.4,110.0,58.0,1.0,2.41,0.0,6.0,0.0,669.4444444444445,0.7967548153567983
2020-09-30 15:00,411.6666666666667,363.1666666666667,33.84166666666666,23.333333333333332,512.75,18.633333047230916,9510.39985378577,22.8,0.0,0.8,360.0,67.0,0.1,0.5,0.0,8.0,0.0,138.88888888888889,0.06623044222591028
2020-09-30 16:00,127.92307692307692,118.15384615384616,25.584615384615383,22.276923076923076,529.8461538461538,7.092307530916655,3766.953760587252,18.7,5.4,2.7,290.0,90.0,0.0,0.16,0.0,10.0,0.0,44.44444444444444,-0.846168539592053
2020-09-30 17:00,42.916666666666664,43.75,20.108333333333334,20.59166666666667,512.1666666666666,2.5999999245007896,1338.1166278521252,20.4,3.3,0.2,0.0,91.0,0.2,0.39,0.0,4.0,0.0,108.33333333333333,-1.2320115493372816
2020-10-01 09:00,139.58333333333334,161.5,22.575000000000003,19.166666666666668,526.9166666666666,7.516666471958167,3966.7998970945714,18.7,0.0,1.3,160.0,80.0,0.2,0.51,0.0,9.0,0.0,141.66666666666666,-0.8144211516109136
2020-10-01 10:00,121.0,138.75,23.566666666666663,19.983333333333334,521.75,6.641666511694599,3478.424918850267,19.6,0.0,2.7,140.0,74.0,0.3,1.08,0.0,8.0,0.0,300.0,-0.8920039870140615
