Unnamed: 0,env_slopesolar,env_levelsolar,match_solar,watt,datetime,datemonth,diff1,diff2,reset_match
2018-10-23 09:00,223.84285714285718,212.55714285714282,69.44444444444444,3678.6508196721297,09,10,154.39841269841276,143.11269841269836,102.08968662362246
2018-10-26 09:00,56.34285714285714,42.84285714285714,19.444444444444443,890.9373134328358,09,10,36.8984126984127,23.3984126984127,28.585112254614284
2018-10-28 09:00,140.0857142857143,115.47142857142859,33.333333333333336,2419.3125000000005,09,10,106.75238095238095,82.13809523809525,49.003049579338786
2018-10-29 09:00,392.45714285714286,403.0285714285714,280.5555555555556,6811.949999999999,09,10,111.90158730158726,122.47301587301581,412.4423339594348
2018-10-30 09:00,398.54285714285714,408.81428571428563,247.22222222222226,7150.008163265306,09,10,151.3206349206349,161.59206349206337,363.439284380096
2018-10-31 09:00,396.5571428571429,411.9857142857143,247.22222222222226,7016.327999999998,09,10,149.33492063492062,164.76349206349207,363.439284380096
2018-11-01 09:00,378.27142857142854,396.9714285714286,227.77777777777774,6618.984313725489,09,11,150.4936507936508,169.19365079365085,405.99744938567267
2018-11-02 09:00,365.0285714285714,387.1714285714286,219.44444444444446,6388.059615384615,09,11,145.58412698412695,167.72698412698412,391.1438841642457
2018-11-03 09:00,368.3428571428572,394.81428571428563,222.22222222222226,6385.448076923078,09,11,146.12063492063496,172.59206349206337,396.0950725713881
2018-11-04 09:00,366.6,396.5571428571429,219.44444444444446,6359.657692307693,09,11,147.15555555555557,177.11269841269842,391.1438841642457
2018-11-05 09:00,312.02857142857135,337.92857142857144,191.66666666666663,5323.96,09,11,120.36190476190473,146.26190476190482,341.6320000928221
2018-11-06 09:00,184.27142857142857,177.0857142857143,91.66666666666669,2897.0999999999995,09,11,92.60476190476189,85.4190476190476,163.3892174356976
2018-11-07 09:00,76.66666666666667,63.3768115942029,25.0,1140.2925373134328,09,11,51.66666666666667,38.3768115942029,44.560695664281155
2018-11-08 09:00,42.24285714285714,33.94285714285714,16.666666666666668,603.2537313432833,09,11,25.576190476190472,17.276190476190475,29.707130442854105
2018-11-09 09:00,96.6,80.71428571428571,36.111111111111114,1584.95,09,11,60.48888888888888,44.603174603174594,64.36544929285056
2018-11-10 09:00,247.8405797101449,261.1159420289855,125.0,4305.168421052632,09,11,122.84057971014491,136.1159420289855,222.80347832140575
2018-11-11 09:00,231.84285714285718,219.24285714285716,150.0,4102.388333333333,09,11,81.84285714285718,69.24285714285716,267.36417398568693
2018-11-12 09:00,329.18840579710144,373.69565217391306,186.11111111111111,5882.292592592592,09,11,143.07729468599032,187.58454106280195,331.7296232785375
2018-11-13 09:00,307.87142857142857,351.1571428571428,166.66666666666666,5486.623636363636,09,11,141.2047619047619,184.49047619047613,297.071304428541
2018-11-14 09:00,299.6,342.3857142857143,158.33333333333334,5327.747272727274,09,11,141.26666666666668,184.05238095238096,282.217739207114
2018-11-15 09:00,221.91304347826087,234.66666666666663,138.88888888888889,3764.711666666666,09,11,83.02415458937199,95.77777777777774,247.55942035711752
2018-11-16 09:00,142.11428571428573,123.51428571428572,72.22222222222223,2364.770491803279,09,11,69.8920634920635,51.29206349206349,128.7308985857011
2018-11-17 09:00,312.2173913043478,365.5797101449276,172.22222222222226,5630.979629629629,09,11,139.99516908212556,193.35748792270536,306.97368124282576
2018-11-18 09:00,186.92857142857144,194.5,61.111111111111114,3169.140983606557,09,11,125.81746031746033,133.38888888888889,108.92614495713171
2018-11-19 09:00,252.7142857142857,288.51428571428573,127.77777777777777,4397.707142857144,09,11,124.93650793650792,160.73650793650796,227.7546667285481
2018-11-20 09:00,276.27142857142854,328.5571428571429,144.44444444444446,4859.876363636364,09,11,131.8269841269841,184.11269841269842,257.4617971714022
2018-11-21 09:00,111.04285714285713,88.51428571428572,58.33333333333334,1703.3567164179108,09,11,52.70952380952379,30.180952380952377,103.97495654998937
2018-11-22 09:00,289.47142857142865,351.1714285714286,158.33333333333334,4787.494642857144,09,11,131.1380952380953,192.83809523809524,282.217739207114
2018-11-23 09:00,283.92857142857144,345.38571428571436,158.33333333333334,4685.591071428571,09,11,125.5952380952381,187.05238095238101,282.217739207114
2018-11-25 09:00,251.9142857142857,300.4,113.88888888888887,4410.122413793102,09,11,138.02539682539685,186.51111111111112,202.99872469283633
2018-11-26 09:00,234.768115942029,277.27536231884056,111.11111111111113,4067.519298245614,09,11,123.65700483091787,166.16425120772942,198.04753628569404
2018-11-27 09:00,104.88571428571429,89.94285714285714,33.333333333333336,1548.1746268656716,09,11,71.55238095238096,56.6095238095238,59.41426088570821
2018-11-28 09:00,168.7,159.38571428571427,83.33333333333333,2719.329508196721,09,11,85.36666666666666,76.05238095238094,148.5356522142705
2018-11-29 09:00,166.18571428571428,159.38571428571427,86.1111111111111,2710.490322580646,09,11,80.07460317460318,73.27460317460317,153.48684062141285
2018-11-30 09:00,246.7826086956522,308.30434782608694,125.0,4063.754385964912,09,11,121.78260869565219,183.30434782608694,222.80347832140575
2018-12-01 09:00,204.64285714285717,251.65714285714282,63.88888888888889,3223.844262295082,09,12,140.75396825396828,187.76825396825393,152.38826792656278
2018-12-02 09:00,152.44927536231884,132.84057971014494,44.444444444444436,2512.7354838709684,09,12,108.00483091787441,88.39613526570051,106.0092298619567
2018-12-04 09:00,43.8,32.52857142857143,13.888888888888891,664.8400000000001,09,12,29.911111111111104,18.63968253968254,33.12788433186148
2018-12-05 09:00,196.0857142857143,215.37142857142857,77.77777777777777,3054.145901639345,09,12,118.30793650793652,137.5936507936508,185.51615225842423
