,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10),env_slopesolar,env_levelsolar,match_solar,watt,reset_match
47,13.7,20.1,,0.8,75.6,14.4,13.11,7.8,3019.5875251509055,3047.8072434607648,3186.1111111111113,3137.7905539906105,2830.6452993912753
48,14.6,24.4,0.0,1.1,64.0,14.5,21.57,8.0,5018.975452716298,4800.820321931589,5725.0,4682.199208584843,5213.699616284766
49,12.6,24.2,,1.3,52.9,14.5,29.56,2.5,6310.960764587526,6089.900402414487,7197.222222222223,5980.440563380282,6543.035458479064
50,13.0,24.0,0.2,0.9,55.3,14.5,23.88,5.3,3414.527967806841,3344.5197183098585,3455.5555555555557,3236.412301810865,3308.0255579880677
51,12.7,26.8,,1.0,54.1,14.5,22.42,1.9,4766.480080482897,4514.091951710261,5208.333333333333,4455.315652582159,4553.777583984909
52,14.6,29.1,,0.9,47.1,14.5,29.51,1.3,6607.598189134809,6367.976257545272,7158.333333333334,6093.289551307846,6503.454152786904
53,14.9,28.5,0.0,1.4,50.9,14.6,25.66,6.9,3882.0321931589533,4012.77384305835,4086.1111111111113,3640.161993963783,3963.081327998308
54,16.2,25.5,1.8,2.0,53.1,14.6,27.34,4.9,5157.31300058415,4791.207405724671,5786.111111111111,4901.041992988233,5191.753987081278
55,13.5,25.0,0.0,1.2,51.5,14.6,12.15,8.4,2404.4549295774655,2470.5768611670023,2697.2222222222226,2449.899030851777,2499.925965310137
56,16.9,27.5,1.1,1.1,66.6,14.6,23.91,4.6,5550.509054325957,5197.458350100604,5880.555555555556,5217.236568881892,5323.945282757226
57,19.8,30.0,,1.6,59.0,14.6,25.37,3.8,5881.338430583501,5705.29476861167,6347.222222222222,5550.659309859155,5825.610067160566
58,20.6,29.2,,1.2,55.1,14.6,25.27,4.3,4592.459557344065,4537.5307847082495,4880.555555555557,4286.083246143528,4630.580820054099
59,18.0,30.4,0.0,1.4,48.5,14.6,24.01,4.8,5748.139034205232,5662.771026156941,5986.111111111111,5386.835292421194,5554.91165434921
60,20.2,29.0,,1.2,50.3,14.7,26.52,3.0,4331.774245472837,3985.406639839034,5169.444444444445,4065.7663494299127,4598.8410010001635
61,19.7,31.1,,0.9,58.6,14.7,26.77,1.3,5913.276659959759,5768.802816901409,6636.111111111111,5484.660209255532,6119.280907983393
62,20.1,33.4,,0.9,50.3,14.7,27.83,3.3,5235.6046277666,5243.521730382294,5680.555555555555,4796.700571428573,5513.344204257964
63,21.0,32.5,7.9,1.0,56.4,14.7,23.75,7.3,4387.144869215293,4414.814486921528,4694.444444444444,4065.0578054996645,4525.944880343668
64,21.8,31.9,1.3,1.1,62.9,14.7,0.0,5.0,0.0,0.0,0.0,0.0,0.0
65,21.3,28.1,0.0,0.8,67.3,14.7,1.26,9.6,475.75714285714287,504.4714285714286,230.55555555555557,486.56009523809524,161.16610045162267
66,20.6,32.4,0.0,1.3,56.5,14.7,28.22,6.5,6085.98088531187,5955.818913480885,6505.555555555555,5637.292526492287,6164.304286344204
67,20.9,28.7,4.8,1.6,68.5,14.7,18.91,6.0,4084.9331991951713,3829.9040241448693,4438.88888888889,3960.8507759892686,3889.438756010075
68,18.4,28.1,,1.4,52.6,14.7,23.48,6.4,5086.4597585513075,5098.0295774647875,5805.555555555555,4842.022488262912,5315.836321215662
69,18.0,28.8,,1.1,51.4,14.7,26.14,5.5,4924.236016096579,4762.856941649899,5269.444444444445,4507.278085848424,5036.346215783391
70,18.5,29.5,,1.2,56.5,14.7,22.53,7.9,4450.040845070423,4338.8523138833,4919.444444444443,4172.283748490946,4493.696354953663
71,20.0,25.0,,0.8,63.3,14.8,9.28,8.9,1616.6602564102564,1674.9935897435898,1511.1111111111113,1642.5648717948718,1403.0547020422514
72,19.2,29.2,0.0,1.3,55.6,14.7,22.89,7.0,4950.025641025641,4798.634615384615,5063.88888888889,4577.511752136752,4708.093785944446
73,19.2,30.7,,1.3,56.3,14.7,26.26,3.8,4981.826923076923,5012.865384615385,5127.777777777778,4642.67829059829,4984.279847063681
74,21.5,32.4,0.0,1.1,51.4,14.7,25.98,5.4,6035.50641025641,5895.128205128206,6330.555555555555,5537.145811965811,5853.06061621953
75,21.0,34.5,,1.0,48.5,14.7,28.52,1.8,6279.884615384614,6131.23717948718,6958.333333333333,5679.128846153847,6427.930171138603
76,22.9,33.7,,1.0,50.5,14.8,21.25,7.4,4022.3012820512818,4123.6858974358975,4555.555555555556,3777.6123290598293,4262.950963858072
77,19.7,27.5,4.4,2.4,64.5,14.7,3.64,8.8,823.4807692307693,870.4551282051281,844.4444444444443,888.6971581196581,803.5462176373474
78,19.8,24.0,1.3,1.2,77.1,14.7,5.15,9.5,1055.1923076923076,1105.6153846153848,1283.3333333333333,1167.1538034188036,1215.253839094891
79,19.2,26.2,1.3,1.4,72.4,14.7,9.97,8.3,1403.5961538461536,1287.25,1427.7777777777778,1400.458482905983,1087.1281783794611
80,20.2,28.8,0.0,0.8,63.6,14.7,18.42,7.8,3462.641025641025,3338.474358974359,3666.666666666667,3330.689807692308,3243.38322976771
81,20.1,30.5,,1.1,61.1,14.7,25.03,2.0,4689.442307692308,4684.141025641026,4444.444444444444,4320.412884615384,4182.133306577665
82,20.0,27.8,7.9,1.3,66.4,14.7,11.82,8.4,1243.7115384615383,1291.8910256410259,1669.4444444444446,1250.2774358974357,1512.271766043318
83,17.4,25.0,17.8,2.0,70.0,14.7,8.13,9.4,1145.0512820512822,1193.0192307692305,1622.222222222222,1269.050277777778,1490.729340114571
84,17.1,23.1,1.6,0.6,78.3,14.7,9.1,8.0,1718.6025641025644,1818.8461538461536,1972.222222222222,1795.3055555555557,1784.7822751859144
85,17.9,29.9,,1.1,60.0,14.7,28.53,5.0,5146.961538461538,5170.826923076923,5605.555555555556,4828.505427350427,5544.712622556258
86,20.6,28.9,0.0,1.2,53.8,14.7,19.81,8.3,825.5833333333334,848.6666666666666,1147.2222222222222,825.3988888888889,1006.9980800701163
87,17.7,28.4,0.8,1.1,59.0,14.7,23.7,7.8,4693.833333333333,4730.615384615385,4861.111111111111,4453.817179487179,4824.438531461833
88,18.6,28.4,,1.0,61.6,14.7,23.11,7.0,2795.75641025641,2675.0320512820517,2916.666666666667,2659.8013675213674,2608.0244014292193
89,20.2,31.5,,1.1,60.5,14.6,23.07,6.3,1443.3076923076922,1507.6858974358972,1272.2222222222222,1393.107628205128,1197.6891476432868
90,22.1,27.8,0.1,1.4,64.3,14.6,15.32,6.9,2132.2435897435894,2215.948717948718,1844.4444444444443,2129.349957264957,1821.156703863112
91,20.6,30.8,,1.2,61.6,14.6,24.65,4.6,4725.608974358975,4419.096153846153,4783.333333333334,4326.600064102563,4419.367173626197
92,21.7,33.0,,1.3,53.9,14.6,23.26,4.5,3547.525641025641,3412.4807692307686,4036.111111111111,3324.3896794871794,3710.6667048759377
93,22.7,28.5,0.2,1.5,64.1,14.6,12.82,9.2,1729.6346153846155,1687.5961538461538,1475.0,1767.0555555555552,1309.4954272918783
94,21.9,29.2,,1.6,60.1,14.6,12.5,,1954.230769230769,1920.1410256410256,1930.5555555555557,1920.9553205128207,1768.1368599916623
95,19.8,25.8,4.4,1.1,68.4,14.5,8.24,,1478.2692307692307,1572.8333333333335,1972.2222222222222,1507.1742735042733,1926.8120231461805
96,17.5,20.1,47.8,1.6,84.9,14.5,3.77,7.7,598.525641025641,621.4871794871796,947.2222222222223,698.1864316239316,924.994564941903
97,16.6,23.9,13.3,1.4,71.3,14.5,11.55,8.1,2060.121794871795,2149.724358974359,2755.555555555555,2092.3150854700857,2556.855628900947
98,17.2,26.2,2.3,0.8,72.0,14.5,19.58,6.4,3339.942307692308,3148.1602564102564,3591.6666666666665,3221.6762179487177,3061.9698834150668
99,18.1,29.4,7.4,0.8,71.8,14.5,24.31,6.6,5562.557692307692,5176.256410256409,5519.444444444445,5075.328760683761,4967.856029397236
100,20.1,30.4,0.1,0.7,69.3,14.5,20.52,4.1,4958.307692307693,4979.403846153847,5102.7777777777765,4536.247585470086,5178.925126874258
101,21.0,29.8,,0.9,66.3,14.4,21.11,5.5,3895.0320512820517,3827.057692307692,4252.777777777778,3696.6405555555557,3973.276762466193
102,20.7,29.6,1.3,2.3,65.9,14.4,11.07,9.9,1436.153846153846,1445.217948717949,1652.7777777777778,1437.4485256410258,1551.0963240158703
103,22.1,28.8,7.7,1.7,78.3,14.4,4.96,9.5,712.5641025641025,746.2115384615383,952.7777777777777,787.4564316239317,870.8021849963552
104,22.0,30.9,,0.8,65.9,14.4,21.4,5.9,2917.4807692307695,2912.7884615384614,2675.0000000000005,2639.410811965812,2612.545578667302
105,21.9,26.3,8.4,0.7,81.5,14.3,7.39,10.0,747.8269230769231,787.6410256410256,1180.5555555555557,760.9150213675214,1033.2634489751777
106,19.0,23.6,38.1,1.2,83.3,14.3,3.41,10.0,680.5833333333333,708.5448717948718,913.8888888888889,707.591987179487,911.5276190461634
107,18.5,25.3,3.5,1.5,75.1,14.3,6.47,8.3,1167.7051282051282,1247.5000000000002,1491.6666666666667,1248.9013461538464,1412.6692072923875
108,20.3,26.8,0.3,1.3,73.9,14.3,12.8,8.9,1473.3076923076924,1506.2179487179485,1727.7777777777778,1507.7575641025644,1529.0597118474313
109,20.5,29.1,0.0,0.8,70.5,14.2,16.98,8.4,1754.3525641025637,1821.7371794871794,2277.777777777778,1756.2122222222222,2214.7749150485215
110,22.1,27.5,0.0,0.9,71.6,14.2,10.25,10.0,1691.4487179487176,1762.4871794871797,1722.2222222222222,1686.6880982905984,1619.4031998105102
111,22.2,26.6,3.0,0.7,78.9,14.2,7.85,9.9,2070.2243589743593,2118.3076923076924,1947.2222222222222,2109.4256267806268,1813.6421708553949
112,22.4,27.8,50.4,0.9,80.4,14.2,0.0,10.0,613.0833333333333,650.0833333333333,0.0,638.4705555555555,0.0
113,23.0,28.5,12.9,0.7,79.8,14.1,0.0,8.6,284.1666666666667,314.7435897435897,0.0,286.06277777777774,0.0
114,22.4,29.8,1.1,0.8,74.8,14.1,0.0,6.5,0.0,0.0,0.0,0.0,0.0
115,22.3,30.1,33.9,0.9,78.0,14.1,10.76,9.0,2355.532051282051,2444.8076923076924,2741.666666666667,2241.134658119658,2691.0215551433894
116,22.8,28.3,93.2,0.7,85.0,14.0,6.44,9.3,861.2628205128206,885.1410256410256,1183.3333333333333,913.7890170940171,1032.4229920283374
117,22.4,26.7,40.4,1.0,84.5,14.0,2.08,9.6,212.4871794871795,220.57692307692304,219.44444444444449,268.01054972804974,243.10837182131635
118,23.0,30.7,29.8,1.1,79.1,14.0,13.54,9.0,1381.6538461538462,1441.923076923077,1927.7777777777778,1390.666901709402,1780.0826452392666
119,23.9,27.6,8.5,0.6,81.9,13.9,4.83,9.3,926.0000000000002,956.6923076923076,1058.3333333333335,941.2656410256409,973.2122531649558
120,23.2,26.8,56.5,2.0,83.1,13.9,4.07,9.8,781.5961538461538,813.6987179487181,894.4444444444446,905.2827777777779,715.8793982137776
121,22.0,25.8,2.8,0.5,86.5,13.9,6.13,9.6,859.4871794871794,927.0961538461537,1155.5555555555557,813.2879700854702,1113.9868388914754
122,21.2,25.6,43.9,0.6,89.3,13.8,5.91,9.5,584.7692307692308,614.923076923077,688.8888888888889,637.765641025641,631.6642996675655
123,23.0,27.7,18.2,1.1,85.0,13.8,5.4,9.1,1269.5448717948718,1307.8974358974358,1294.4444444444443,1234.9707692307695,1117.8164168483997
124,23.5,28.8,22.7,0.6,89.9,13.8,6.48,8.0,717.5,738.7948717948717,733.3333333333333,759.9235256410255,750.5882456964198
125,22.6,26.9,52.2,0.8,88.4,13.7,4.79,8.5,830.852564102564,887.0320512820514,844.4444444444445,914.9328205128204,704.9589086074038
126,22.9,30.5,0.0,0.6,83.1,13.7,14.03,7.9,604.5512820512821,596.4102564102564,1063.8888888888887,583.1483760683761,884.9690216954303
127,24.7,31.8,0.0,1.0,75.6,13.7,14.47,8.0,2812.5192307692305,2707.352564102564,3352.7777777777774,2737.7123076923076,3124.87335487791
128,26.4,31.0,10.2,1.5,77.8,13.6,8.72,,1233.820512820513,1222.9423076923078,991.6666666666665,1217.3954059829057,1017.535707681651
129,24.1,27.2,57.4,0.7,90.1,13.6,2.4,8.5,379.8397435897436,394.7051282051282,116.66666666666667,394.64833333333337,90.47992267188305
130,23.6,31.6,,1.0,76.9,13.6,16.25,7.8,3167.512820512821,2817.628205128205,3308.333333333333,2966.0817948717954,2897.8669219430735
131,24.7,31.4,,0.8,73.1,13.5,19.37,6.5,4346.352564102564,3779.4551282051284,4030.5555555555557,3906.8799358974356,3526.8601478789856
132,23.6,31.7,,0.8,76.3,13.5,19.71,2.1,3360.188811188811,2981.0565268065275,3750.0,3009.07142968143,3530.760348103445
133,23.0,31.7,,0.9,72.8,13.5,23.34,2.4,5929.653846153846,5369.0576923076915,6155.555555555555,5425.652072649574,5825.075360961377
134,23.1,32.2,,0.9,71.6,13.4,23.98,3.0,6256.474358974359,5638.570512820512,6258.333333333333,5694.552628205129,5957.76882008409
135,24.0,32.0,0.0,1.1,74.9,13.4,17.89,6.8,3732.5064102564097,3473.8461538461543,3472.222222222222,3506.9385683760684,3364.0829003603617
136,20.6,29.7,68.9,1.1,80.0,13.4,10.22,8.9,1363.897435897436,1421.352564102564,1216.6666666666665,1356.086987179487,1195.8792002416737
137,20.4,29.6,,0.9,76.3,13.3,21.98,4.6,2819.2820512820513,2612.980769230769,3180.555555555555,2676.659017094017,3067.8921294714946
138,21.7,31.7,,1.0,70.8,13.3,21.18,6.4,3553.9358974358975,3402.974358974359,3594.444444444444,3296.4518162393165,3669.3132132597143
139,24.0,34.4,0.0,0.9,66.9,13.2,23.59,5.4,4292.9807692307695,3999.4102564102564,4336.111111111111,3971.585982905983,4300.213319842533
140,25.0,34.1,0.2,1.4,64.5,13.2,19.57,6.6,2745.705128205128,2587.0705128205122,3025.0,2655.8777564102566,2966.936987039973
141,25.1,31.6,29.9,1.8,75.6,13.2,9.18,8.3,1864.4294871794873,1913.7051282051282,2038.888888888889,1897.8957264957264,1935.9593079764004
142,24.6,32.4,26.5,0.9,79.3,13.1,17.39,8.4,2664.9358974358975,2340.2820512820513,2705.5555555555557,2480.9391666666666,2491.648674600017
143,23.9,30.9,35.0,0.5,87.0,13.1,11.49,7.3,983.8205128205128,1009.9294871794872,1255.5555555555557,982.4400213675215,1201.6037781755845
144,24.0,30.1,2.9,0.6,85.4,13.1,11.12,6.8,2171.4615384615386,2063.0192307692305,2149.9999999999995,2074.4025854700853,2088.5104542578597
145,22.9,30.4,0.9,1.1,72.1,13.0,13.5,6.8,1761.782051282051,1772.9551282051282,2038.888888888889,1692.5327136752137,1933.3647506404802
146,21.4,30.0,0.0,1.2,70.5,13.0,16.98,7.0,3887.6474358974365,3717.038461538461,4130.555555555557,3692.245192307692,4273.407058231933
147,22.8,25.0,20.6,1.0,89.8,12.9,3.02,10.0,744.6410256410255,778.974358974359,783.3333333333334,813.6417735042735,733.6978321614515
148,20.4,25.9,40.0,2.4,78.1,12.9,12.1,7.9,1607.7051282051282,1537.2371794871794,1816.666666666667,1633.3145085470087,1603.065780011212
149,18.7,26.9,,1.5,63.9,12.9,18.66,3.4,3765.3205128205122,3355.2115384615386,3666.6666666666665,3481.720213675214,3662.3760758104286
150,16.8,23.7,,0.5,79.6,12.8,6.44,8.8,1213.7628205128206,1268.0384615384614,1611.111111111111,1110.0479059829058,1625.0605868184268
151,17.1,25.5,11.9,1.4,77.6,12.8,9.52,10.0,939.3910256410254,972.9935897435897,1283.3333333333333,929.8017307692305,1232.3967176715573
152,16.0,20.8,38.0,2.7,87.1,12.7,2.51,8.4,813.1089743589744,833.9102564102565,661.1111111111111,939.5357692307692,629.3998792678466
153,19.7,26.6,2.6,2.5,67.5,12.7,17.87,6.0,4218.544871794872,3701.9166666666665,3902.777777777778,4011.673034188034,3779.3795647949446
154,17.7,25.4,9.0,1.0,82.9,12.7,14.17,7.1,0.0,0.0,0.0,0.0,0.0
155,17.4,25.8,,0.8,77.3,12.6,17.12,7.6,2344.6346153846152,1983.852564102564,2222.2222222222217,2121.266730769231,2088.9496300911783
156,17.5,26.3,0.5,1.3,72.4,12.6,10.33,9.1,1563.3333333333335,1623.6346153846157,1588.8888888888887,1517.959722222222,1654.265260989215
157,17.2,21.6,15.4,0.8,84.3,12.6,5.8,7.8,1811.346153846154,1856.0064102564104,1550.0000000000002,1882.1265384615378,1560.4324126890804
158,15.4,25.4,,0.7,71.1,12.5,21.18,3.0,3805.032051282051,3335.961538461539,3655.5555555555557,3547.1036111111107,3802.209932554907
159,16.2,25.1,,0.8,78.3,12.5,17.98,5.8,2134.948717948718,1966.929487179487,2430.555555555555,2023.733397435897,2301.939413654549
160,17.7,27.2,,0.8,70.6,12.4,18.58,6.3,5159.0192307692305,4420.839743589744,4991.666666666667,4894.8868376068385,5002.041823574183
161,20.1,25.5,5.4,0.8,81.6,12.4,8.22,7.4,703.7243589743589,738.2307692307693,886.1111111111111,721.5369017094016,852.6840831774241
162,17.7,23.6,0.0,0.7,78.5,12.4,7.65,9.4,1765.3653846153848,1836.4230769230767,2000.0,1757.2725427350426,1967.3344742584309
163,16.8,25.1,,1.2,64.1,12.3,17.7,7.3,4471.2307692307695,3806.1025641025644,4644.444444444444,4206.928739316239,4558.428419963214
164,15.8,23.8,5.5,1.0,69.5,12.3,14.51,4.4,1471.6730769230767,1221.775641025641,1397.2222222222222,1408.6447863247865,1170.644105136927
165,12.0,24.0,,0.9,62.0,12.2,21.84,0.1,5879.679487179486,4734.7307692307695,5736.111111111111,5523.362713675214,5715.967869963707
166,10.5,23.1,,0.8,67.8,12.2,20.27,3.8,4084.801282051282,3483.3461538461534,4338.888888888889,3867.9158333333335,4621.9425556038295
167,12.6,23.6,,1.0,63.4,12.2,16.84,6.3,4456.846153846153,3795.3653846153848,4211.11111111111,4213.746645299146,4401.042923751009
168,12.7,21.8,,1.4,67.1,12.1,11.99,8.9,3633.2243589743584,3319.9294871794873,3111.111111111111,3531.4900641025647,3216.4669875444724
169,13.9,24.6,,1.3,66.5,12.1,15.66,7.1,3642.9551282051284,3122.378205128205,3500.0,3529.9625213675217,3496.4076143447837
170,13.7,24.1,,1.4,68.3,12.0,14.68,5.5,3625.8846153846157,3172.326923076923,3855.5555555555557,3528.200555555556,3862.3628220522455
171,12.8,23.2,,1.2,68.9,12.0,15.37,5.5,2217.9679487179487,1599.653846153846,2380.5555555555557,2112.284743589744,2095.1340195888615
172,12.6,24.0,,0.6,70.3,12.0,17.9,1.9,4746.0,3907.929487179487,4577.777777777778,4518.828269230769,4723.292188475331
173,12.0,24.8,,0.7,68.1,11.9,20.03,1.3,5654.910256410256,4436.891025641025,5302.777777777778,5156.313525641026,5311.072679109047
174,12.0,23.3,,0.7,70.8,11.9,16.08,5.9,3964.5769230769233,3484.685897435898,4288.888888888889,3768.260662393163,4420.667144765253
175,13.3,24.0,,0.6,69.9,11.8,16.17,5.9,4039.346153846153,3386.801282051282,3819.4444444444443,3827.2955128205135,4004.551938816338
176,14.5,24.0,0.0,0.8,70.4,11.8,16.18,5.8,4379.108974358974,3613.2371794871797,4355.555555555557,4092.694786324786,4502.594928096351
177,16.6,23.4,0.6,1.0,69.5,11.8,13.49,8.6,2917.724358974359,2559.1346153846152,3188.8888888888896,2811.3791452991454,3461.9271883117062
178,16.8,21.6,10.7,0.5,83.3,11.7,6.99,9.5,1328.8910256410259,1226.474358974359,1361.111111111111,1360.048311965812,1241.872501614628
179,11.3,21.0,0.0,1.4,67.6,11.7,9.66,8.5,2394.9358974358975,2125.0,2608.333333333333,2376.937927350427,2606.403046682712
180,7.1,18.0,,1.0,61.0,11.7,19.11,2.4,4544.051282051282,3515.26923076923,4341.666666666668,4379.741965811965,4458.896433990269
181,6.9,18.8,,0.8,64.5,11.6,19.25,2.5,5589.128205128204,4227.910256410257,5127.777777777778,5220.9358974358975,5311.767663610529
182,8.5,21.9,,1.0,63.8,11.6,15.67,6.4,3342.391025641025,2598.3397435897436,3122.222222222222,3167.3938675213676,3124.0681090456255
183,9.0,22.3,,1.2,60.6,11.5,18.57,0.0,5551.012820512821,4166.749999999999,4972.222222222222,5319.6618803418805,5146.461017928736
184,8.6,22.6,,1.2,60.6,11.5,18.4,3.0,5543.198717948719,4145.032051282052,4933.333333333333,5279.043205128206,5114.347127454179
185,8.7,20.8,,0.9,65.3,11.4,16.35,4.5,4883.788461538462,3826.3076923076915,4391.666666666667,4701.21702991453,4662.131638894735
186,9.8,19.8,0.0,0.7,71.5,11.4,11.79,5.8,2045.820512820513,1837.0384615384614,2019.4444444444446,1995.39594017094,2321.5209677893877
187,11.9,20.9,,0.9,73.6,11.4,12.39,6.6,3625.531468531469,2862.121794871795,3366.6666666666665,3419.4958119658118,3480.80185651438
188,8.7,17.5,,0.7,72.0,11.3,13.98,5.3,3535.647435897436,2924.7307692307695,3747.222222222222,3428.3876709401707,3961.1449543470067
