,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10),env_slopesolar,env_levelsolar,match_solar,watt,reset_match
188,11.5,24.3,,1.3,61.9,11.4,17.44,3.5,3836.583333333334,2723.4166666666665,4013.8888888888887,3422.2240140094414,3570.0520180910494
189,9.1,22.7,,1.2,59.3,11.4,13.35,4.5,2441.5,1852.8333333333333,2933.333333333333,2319.1253768844217,2396.7496627102764
190,9.6,22.9,,1.7,61.8,11.3,16.73,6.1,2551.3333333333335,1773.6666666666665,3150.0000000000005,2400.215410385259,2593.821746793534
191,11.6,19.9,,1.4,77.9,11.3,5.54,8.3,1297.602564102564,1267.673076923077,1413.8888888888887,1135.0184254606365,1679.8704345134686
192,9.9,22.7,,1.4,69.5,11.2,16.74,2.0,5145.320512820512,3704.5935897435897,4544.444444444444,4273.79335652622,4815.262463099777
193,9.3,23.1,,1.0,66.9,11.2,17.15,4.1,2735.9954545454543,1862.367748917749,3202.7777777777774,2525.158067610781,2591.6734191034384
194,8.4,23.1,,1.5,66.3,11.2,15.27,4.1,4333.266666666666,3216.4500000000003,3483.333333333334,3484.2349581239528,4012.8399351820653
195,9.2,23.7,,1.7,71.9,11.2,15.81,0.5,2681.2500000000005,1787.5833333333333,2894.444444444444,2526.1071189279733,2376.7698004181493
196,11.8,21.1,10.7,1.0,83.3,11.1,6.27,9.3,1515.6410256410259,1346.3076923076924,1236.111111111111,1252.9867671691793,1627.5005215998785
197,14.5,19.5,16.7,1.2,81.1,11.1,4.46,8.9,912.3817016317016,902.3444055944057,1155.5555555555554,828.7467172693306,1158.76211302526
