ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,±â¿Â(¡ÆC),°­¼ö·®(mm),Ç³¼Ó(m/s),Ç³Çâ(16¹æÀ§),½Àµµ(%),ÀÏÁ¶(hr),ÀÏ»ç(MJ/m2),Àû¼³(cm),Àü¿î·®(10ºÐÀ§),10cm ÁöÁß¿Âµµ(¡ÆC)
105,°­¸ª,2020-01-01 01:00,-2.3,,5.2,230,37,,,,0,1.7
105,°­¸ª,2020-01-01 02:00,-1.6,,3.9,250,38,,,,0,1.6
105,°­¸ª,2020-01-01 03:00,-1.4,,5.6,230,45,,,,0,1.5
105,°­¸ª,2020-01-01 04:00,-.9,,5.1,230,46,,,,0,1.5
105,°­¸ª,2020-01-01 05:00,-1,,4.2,230,48,,,,0,1.4
105,°­¸ª,2020-01-01 06:00,-.7,,3.7,230,48,,,,0,1.4
105,°­¸ª,2020-01-01 07:00,-.4,,4.2,230,48,,,,0,1.3
105,°­¸ª,2020-01-01 08:00,0,,4.8,230,47,0,.01,,0,1.3
105,°­¸ª,2020-01-01 09:00,1.5,,3.8,230,43,1,.36,,0,1.3
105,°­¸ª,2020-01-01 10:00,2.9,,4.2,230,39,1,.96,,0,1.3
105,°­¸ª,2020-01-01 11:00,4.3,,3.9,230,36,1,1.45,,0,1.3
105,°­¸ª,2020-01-01 12:00,5.4,,3.7,230,34,1,1.72,,0,1.4
105,°­¸ª,2020-01-01 13:00,5.7,,4.5,200,34,1,1.87,,,1.5
105,°­¸ª,2020-01-01 14:00,6,,4,230,34,1,1.77,,0,2.1
105,°­¸ª,2020-01-01 15:00,5.1,,4.7,200,36,1,1.43,,0,2.7
105,°­¸ª,2020-01-01 16:00,4.1,,5.7,230,37,1,.95,,1,3
105,°­¸ª,2020-01-01 17:00,2.4,,5.8,230,43,.6,.33,,0,3
105,°­¸ª,2020-01-01 18:00,1.8,,4.8,230,45,0,.01,,0,2.9
105,°­¸ª,2020-01-01 19:00,1.6,,5.3,230,44,,,,0,2.6
105,°­¸ª,2020-01-01 20:00,1.3,,5,230,44,,,,0,2.5
105,°­¸ª,2020-01-01 21:00,1.3,,4.3,230,42,,,,0,2.3
105,°­¸ª,2020-01-01 22:00,1,,4.6,230,43,,,,0,2.1
105,°­¸ª,2020-01-01 23:00,.8,,5.6,230,44,,,,1,2
105,°­¸ª,2020-01-02 00:00,.7,,4.8,230,47,,,,0,1.9
105,°­¸ª,2020-01-02 01:00,.7,,5.2,230,46,,,,0,1.8
105,°­¸ª,2020-01-02 02:00,1,,4.3,230,44,,,,0,1.8
105,°­¸ª,2020-01-02 03:00,.8,,4.3,230,48,,,,0,1.7
105,°­¸ª,2020-01-02 04:00,.9,,5.2,230,49,,,,0,1.7
105,°­¸ª,2020-01-02 05:00,.8,,3.9,200,50,,,,0,1.7
105,°­¸ª,2020-01-02 06:00,.8,,4.3,230,51,,,,0,1.6
105,°­¸ª,2020-01-02 07:00,.7,,3.7,230,53,,,,0,1.6
105,°­¸ª,2020-01-02 08:00,1.3,,4.8,230,53,0,.01,,0,1.6
105,°­¸ª,2020-01-02 09:00,2.3,,4.8,230,49,.9,.32,,0,1.5
105,°­¸ª,2020-01-02 10:00,3.7,,4.7,230,46,1,.89,,0,1.6
105,°­¸ª,2020-01-02 11:00,5.5,,4.3,230,40,1,1.39,,0,1.7
105,°­¸ª,2020-01-02 12:00,6.3,,5,230,39,1,1.65,,0,2.2
105,°­¸ª,2020-01-02 13:00,6.5,,4.9,230,38,1,1.74,,,2.8
105,°­¸ª,2020-01-02 14:00,7.6,,3.4,230,37,1,1.65,,0,3.4
105,°­¸ª,2020-01-02 15:00,7.5,,3.8,230,37,1,1.32,,0,3.8
105,°­¸ª,2020-01-02 16:00,6,,5.3,230,41,1,.81,,0,4
105,°­¸ª,2020-01-02 17:00,4.7,,5.4,230,46,.5,.26,,,3.9
105,°­¸ª,2020-01-02 18:00,4.3,,3.4,200,49,0,.01,,,3.7
105,°­¸ª,2020-01-02 19:00,4.1,,3.3,200,49,,,,0,3.5
105,°­¸ª,2020-01-02 20:00,4,,4.7,230,50,,,,0,3.3
105,°­¸ª,2020-01-02 21:00,3.7,,4.4,230,50,,,,0,3.1
105,°­¸ª,2020-01-02 22:00,3.5,,5.5,230,50,,,,1,3
105,°­¸ª,2020-01-02 23:00,3.5,,5.5,230,49,,,,4,2.9
105,°­¸ª,2020-01-03 00:00,3.5,,4.7,230,48,,,,4,2.8
105,°­¸ª,2020-01-03 01:00,3.4,,5.2,230,47,,,,0,2.7
105,°­¸ª,2020-01-03 02:00,3.1,,4.9,230,47,,,,0,2.6
105,°­¸ª,2020-01-03 03:00,3,,3.2,230,46,,,,1,2.5
105,°­¸ª,2020-01-03 04:00,3.1,,3.7,230,44,,,,6,2.4
105,°­¸ª,2020-01-03 05:00,3.1,,3.2,230,42,,,,3,2.4
105,°­¸ª,2020-01-03 06:00,3.2,,3.7,250,41,,,,0,2.3
105,°­¸ª,2020-01-03 07:00,3.1,,3.8,230,40,,,,0,2.2
105,°­¸ª,2020-01-03 08:00,3.2,,2.4,250,39,0,.01,,0,2.2
105,°­¸ª,2020-01-03 09:00,4.3,,3.1,230,35,1,.27,,2,2.1
105,°­¸ª,2020-01-03 10:00,5.2,,5.4,230,32,1,.78,,2,2.3
105,°­¸ª,2020-01-03 11:00,6,,4.6,230,32,1,1.04,,4,2.5
105,°­¸ª,2020-01-03 12:00,8.2,,3.7,230,26,1,1.62,,,2.9
105,°­¸ª,2020-01-03 13:00,10,,3.2,230,24,1,1.8,,0,3.5
105,°­¸ª,2020-01-03 14:00,11.1,,2.6,250,21,1,1.73,,0,4.2
105,°­¸ª,2020-01-03 15:00,10.8,,3.4,290,20,1,1.41,,0,4.7
105,°­¸ª,2020-01-03 16:00,10.3,,2.6,250,23,1,.93,,,4.9
105,°­¸ª,2020-01-03 17:00,8.1,,1.4,290,26,.8,.33,,,4.9
105,°­¸ª,2020-01-03 18:00,6.6,,2.7,250,30,0,.01,,,4.6
105,°­¸ª,2020-01-03 19:00,6.4,,2.4,250,29,,,,,4.3
105,°­¸ª,2020-01-03 20:00,5.4,,3,200,32,,,,0,4
105,°­¸ª,2020-01-03 21:00,4.8,,4.3,230,35,,,,,3.8
105,°­¸ª,2020-01-03 22:00,4.3,,4.7,230,36,,,,0,3.6
105,°­¸ª,2020-01-03 23:00,4.2,,5.3,230,35,,,,0,3.4
105,°­¸ª,2020-01-04 00:00,3.7,,4.1,230,36,,,,0,3.3
105,°­¸ª,2020-01-04 01:00,3.6,,4,230,35,,,,0,3.1
105,°­¸ª,2020-01-04 02:00,3.2,,3.4,230,35,,,,0,3
105,°­¸ª,2020-01-04 03:00,3,,4.2,230,34,,,,0,2.8
105,°­¸ª,2020-01-04 04:00,2.7,,4,230,35,,,,0,2.7
105,°­¸ª,2020-01-04 05:00,3.2,,4.3,250,32,,,,1,2.6
105,°­¸ª,2020-01-04 06:00,2.9,,3.2,230,32,,,,4,2.5
105,°­¸ª,2020-01-04 07:00,2.8,,5,250,32,,,,2,2.4
105,°­¸ª,2020-01-04 08:00,2.7,,4,230,34,0,0,,0,2.3
105,°­¸ª,2020-01-04 09:00,3.6,,4.5,230,33,.9,.32,,0,2.3
105,°­¸ª,2020-01-04 10:00,4.8,,5.6,230,32,1,.92,,0,2.4
105,°­¸ª,2020-01-04 11:00,6.4,,4.1,230,32,1,1.42,,0,2.6
105,°­¸ª,2020-01-04 12:00,8,,3.6,230,29,1,1.69,,0,3
105,°­¸ª,2020-01-04 13:00,9.5,,3.8,290,21,1,1.84,,0,3.7
105,°­¸ª,2020-01-04 14:00,9.6,,4,290,23,1,1.74,,0,4.3
105,°­¸ª,2020-01-04 15:00,9.5,,3.6,290,23,1,1.43,,0,4.7
105,°­¸ª,2020-01-04 16:00,8.9,,3.8,290,25,1,.93,,0,5
105,°­¸ª,2020-01-04 17:00,7.9,,2.6,290,27,.8,.34,,0,4.9
105,°­¸ª,2020-01-04 18:00,6,,1.6,230,33,0,.01,,0,4.7
105,°­¸ª,2020-01-04 19:00,5.3,,2.2,250,36,,,,0,4.3
105,°­¸ª,2020-01-04 20:00,4.6,,2.8,230,38,,,,1,4
105,°­¸ª,2020-01-04 21:00,4.4,,2.8,230,37,,,,1,3.7
105,°­¸ª,2020-01-04 22:00,3.7,,2.6,230,38,,,,1,3.5
105,°­¸ª,2020-01-04 23:00,3.3,,2.7,250,40,,,,0,3.3
105,°­¸ª,2020-01-05 00:00,2.7,,2.2,230,41,,,,0,3.1
105,°­¸ª,2020-01-05 01:00,2.2,,3.8,250,42,,,,0,2.9
105,°­¸ª,2020-01-05 02:00,2.2,,4.1,250,42,,,,1,2.7
105,°­¸ª,2020-01-05 03:00,1.9,,3.9,250,43,,,,0,2.6
105,°­¸ª,2020-01-05 04:00,1.5,,3.4,250,45,,,,0,2.5
105,°­¸ª,2020-01-05 05:00,1.3,,2.8,250,46,,,,0,2.4
105,°­¸ª,2020-01-05 06:00,.8,,1.9,250,47,,,,0,2.2
105,°­¸ª,2020-01-05 07:00,1,,2,250,46,,,,0,2.1
105,°­¸ª,2020-01-05 08:00,.9,,3.2,250,46,0,.01,,2,2
105,°­¸ª,2020-01-05 09:00,2.6,,2.6,230,42,1,.34,,1,1.9
105,°­¸ª,2020-01-05 10:00,4.9,,2.1,250,37,1,.94,,0,2
105,°­¸ª,2020-01-05 11:00,7.3,,2.3,230,31,1,1.45,,0,2.3
105,°­¸ª,2020-01-05 12:00,8.7,,.8,70,34,1,1.72,,0,2.9
105,°­¸ª,2020-01-05 13:00,9.2,,1,290,33,1,1.84,,0,3.7
105,°­¸ª,2020-01-05 14:00,9.8,,1.9,70,33,1,1.74,,,4.4
105,°­¸ª,2020-01-05 15:00,9.8,,1.5,70,33,1,1.42,,0,5
105,°­¸ª,2020-01-05 16:00,9,,1.6,90,36,1,.84,,0,5.2
105,°­¸ª,2020-01-05 17:00,7.8,,.5,160,40,.1,.2,,5,5.2
105,°­¸ª,2020-01-05 18:00,6,,1.6,230,46,0,.01,,6,4.8
105,°­¸ª,2020-01-05 19:00,4.7,,2.7,230,47,,,,7,4.5
105,°­¸ª,2020-01-05 20:00,4.1,,3,230,49,,,,6,4.2
105,°­¸ª,2020-01-05 21:00,3.7,,3.2,230,51,,,,5,4
105,°­¸ª,2020-01-05 22:00,3.5,,3.8,230,54,,,,1,3.8
105,°­¸ª,2020-01-05 23:00,3.2,,3,250,57,,,,3,3.6
105,°­¸ª,2020-01-06 00:00,2.9,,3.9,230,55,,,,3,3.5
105,°­¸ª,2020-01-06 01:00,3.1,,3.8,250,55,,,,6,3.3
105,°­¸ª,2020-01-06 02:00,3.1,,2.9,230,55,,,,9,3.2
105,°­¸ª,2020-01-06 03:00,3,,2.7,250,55,,,,7,3.2
105,°­¸ª,2020-01-06 04:00,3.2,,2.8,250,52,,,,6,3.1
105,°­¸ª,2020-01-06 05:00,2.2,,1.8,200,54,,,,8,2.9
105,°­¸ª,2020-01-06 06:00,2.8,,1.9,230,46,,,,6,2.8
105,°­¸ª,2020-01-06 07:00,3.5,,1.8,250,42,,,,10,2.8
105,°­¸ª,2020-01-06 08:00,5.1,,2.2,230,35,0,0,,10,2.8
105,°­¸ª,2020-01-06 09:00,5.5,,2,250,35,0,.07,,10,2.9
105,°­¸ª,2020-01-06 10:00,7.3,,1.7,270,31,0,.27,,10,3.1
105,°­¸ª,2020-01-06 11:00,8.7,,1,320,30,0,.55,,9,3.5
105,°­¸ª,2020-01-06 12:00,8.9,,3.2,250,34,0,.5,,10,4
105,°­¸ª,2020-01-06 13:00,8.2,,3.1,200,47,0,.31,,,4.3
105,°­¸ª,2020-01-06 14:00,8.3,,1.8,200,45,0,.44,,10,4.5
105,°­¸ª,2020-01-06 15:00,8.2,,1.9,200,47,0,.2,,9,4.7
105,°­¸ª,2020-01-06 16:00,8.4,,.2,0,47,0,.16,,10,4.8
105,°­¸ª,2020-01-06 17:00,8,,.5,140,48,0,.06,,9,4.8
105,°­¸ª,2020-01-06 18:00,7.6,,.3,0,52,0,.01,,9,4.8
105,°­¸ª,2020-01-06 19:00,7.3,,.7,90,55,,,,10,4.7
105,°­¸ª,2020-01-06 20:00,7.1,,1.3,230,57,,,,9,4.7
105,°­¸ª,2020-01-06 21:00,7.1,,2.2,230,61,,,,10,4.7
105,°­¸ª,2020-01-06 22:00,7,,1,250,64,,,,10,4.7
105,°­¸ª,2020-01-06 23:00,6.6,,1,230,69,,,,10,4.7
105,°­¸ª,2020-01-07 00:00,6,.1,2.8,230,76,,,,10,4.7
105,°­¸ª,2020-01-07 01:00,5.3,,1.4,230,85,,,,10,4.7
105,°­¸ª,2020-01-07 02:00,5.3,,2.3,230,88,,,,10,4.7
105,°­¸ª,2020-01-07 03:00,5.3,1.3,1.8,230,90,,,,10,4.7
105,°­¸ª,2020-01-07 04:00,5.3,,.7,270,91,,,,10,4.7
105,°­¸ª,2020-01-07 05:00,5.4,,1.2,250,91,,,,10,4.7
105,°­¸ª,2020-01-07 06:00,5.1,6.4,1.5,230,93,,,,10,4.7
105,°­¸ª,2020-01-07 07:00,5.3,,2,230,94,,,,10,4.7
105,°­¸ª,2020-01-07 08:00,5.4,,2,230,94,0,0,,10,4.7
105,°­¸ª,2020-01-07 09:00,5.6,7.3,1.3,230,94,0,.02,,10,4.7
105,°­¸ª,2020-01-07 10:00,6,,1.4,230,94,0,.07,,10,4.8
105,°­¸ª,2020-01-07 11:00,6.2,,1.7,230,94,0,.15,,,4.9
105,°­¸ª,2020-01-07 12:00,6.7,5.5,1.1,250,95,0,.24,,,5.1
105,°­¸ª,2020-01-07 13:00,7,,1.6,230,95,0,.25,,,5.4
105,°­¸ª,2020-01-07 14:00,7.2,,1.1,230,95,0,.19,,,5.5
105,°­¸ª,2020-01-07 15:00,7.3,4.3,.2,0,95,0,.12,,,5.7
105,°­¸ª,2020-01-07 16:00,7.3,,.5,230,95,0,.05,,,5.8
105,°­¸ª,2020-01-07 17:00,7.3,,1.4,230,96,0,.02,,,5.8
105,°­¸ª,2020-01-07 18:00,7.1,10.5,.5,250,96,0,0,,,5.9
105,°­¸ª,2020-01-07 19:00,7.2,,.8,230,96,,,,10,5.9
105,°­¸ª,2020-01-07 20:00,7,,1.4,250,96,,,,10,5.9
105,°­¸ª,2020-01-07 21:00,7,7.1,1.3,230,97,,,,10,5.9
105,°­¸ª,2020-01-07 22:00,7.1,,1.6,230,97,,,,10,5.9
105,°­¸ª,2020-01-07 23:00,7.5,,2.4,230,97,,,,10,5.9
105,°­¸ª,2020-01-08 00:00,7.9,7.6,2,230,97,,,,10,6
105,°­¸ª,2020-01-08 01:00,8.7,,3.4,250,97,,,,,6
105,°­¸ª,2020-01-08 02:00,9.4,,2.4,290,97,,,,8,6.1
105,°­¸ª,2020-01-08 03:00,10.4,3.6,1.9,270,93,,,,10,6.3
105,°­¸ª,2020-01-08 04:00,10.2,,2.4,270,87,,,,10,6.5
105,°­¸ª,2020-01-08 05:00,9,,5.9,250,71,,,,10,6.6
105,°­¸ª,2020-01-08 06:00,9.1,1,3.2,270,64,,,,6,6.4
105,°­¸ª,2020-01-08 07:00,6.9,,4,320,80,,,,0,6.3
105,°­¸ª,2020-01-08 08:00,6.4,,4.6,290,82,0,0,,6,6.1
105,°­¸ª,2020-01-08 09:00,5.7,1.2,5.4,320,85,0,.12,,0,6
105,°­¸ª,2020-01-08 10:00,5.7,,4.8,290,88,0,.22,,10,5.9
105,°­¸ª,2020-01-08 11:00,5.8,,5.6,320,87,0,.33,,10,5.9
105,°­¸ª,2020-01-08 12:00,5.6,3.1,4.8,290,87,0,.35,,10,5.9
105,°­¸ª,2020-01-08 13:00,6.1,,4.6,320,84,0,.49,,10,5.9
105,°­¸ª,2020-01-08 14:00,6.7,,4,320,78,0,.58,,10,6.1
105,°­¸ª,2020-01-08 15:00,7.5,.2,3,290,72,.2,.67,,7,6.2
105,°­¸ª,2020-01-08 16:00,8.4,,1.5,20,68,.4,.55,,4,6.3
105,°­¸ª,2020-01-08 17:00,7.8,,.9,320,67,.7,.37,,2,6.4
105,°­¸ª,2020-01-08 18:00,5.7,,2,230,79,0,.02,,5,6.2
105,°­¸ª,2020-01-08 19:00,4.9,,1.4,230,84,,,,5,5.9
105,°­¸ª,2020-01-08 20:00,6.4,,3.4,230,72,,,,7,5.6
105,°­¸ª,2020-01-08 21:00,7,,5,230,66,,,,5,5.3
105,°­¸ª,2020-01-08 22:00,6.5,,2.9,250,67,,,,5,5.2
105,°­¸ª,2020-01-08 23:00,6,,2.7,270,69,,,,7,5.1
105,°­¸ª,2020-01-09 00:00,6.1,,3.4,250,62,,,,5,5
105,°­¸ª,2020-01-09 01:00,5.2,,4.1,230,60,,,,6,4.8
105,°­¸ª,2020-01-09 02:00,4.6,,4.2,230,59,,,,1,4.6
105,°­¸ª,2020-01-09 03:00,4,,5.4,200,58,,,,0,4.3
105,°­¸ª,2020-01-09 04:00,3.7,,6,230,56,,,,0,4
105,°­¸ª,2020-01-09 05:00,3.2,,4,230,56,,,,0,3.7
105,°­¸ª,2020-01-09 06:00,2.6,,3.3,230,57,,,,0,3.4
105,°­¸ª,2020-01-09 07:00,2.5,,3.2,250,57,,,,0,3.2
105,°­¸ª,2020-01-09 08:00,2.2,,3.6,230,56,0,.01,,0,3
105,°­¸ª,2020-01-09 09:00,2.6,,4.9,230,53,1,.31,,0,2.8
105,°­¸ª,2020-01-09 10:00,3.5,,5.6,250,49,1,.89,,0,2.8
105,°­¸ª,2020-01-09 11:00,4.7,,3,250,47,1,1.4,,0,2.9
105,°­¸ª,2020-01-09 12:00,5.9,,2.9,230,41,1,1.67,,0,3.2
105,°­¸ª,2020-01-09 13:00,6.4,,4,320,34,1,1.82,,0,3.9
105,°­¸ª,2020-01-09 14:00,6.6,,4.3,320,34,1,1.76,,0,4.4
105,°­¸ª,2020-01-09 15:00,6.7,,2.9,320,36,1,1.42,,0,4.7
105,°­¸ª,2020-01-09 16:00,6.8,,2.1,320,39,1,.94,,1,4.9
105,°­¸ª,2020-01-09 17:00,5.9,,1.9,320,42,.9,.35,,3,4.9
105,°­¸ª,2020-01-09 18:00,4.1,,2.6,230,51,0,.02,,3,4.6
105,°­¸ª,2020-01-09 19:00,3.7,,4.1,230,53,,,,6,4.3
105,°­¸ª,2020-01-09 20:00,3.4,,4.1,230,53,,,,7,3.9
105,°­¸ª,2020-01-09 21:00,3.4,,4.7,230,53,,,,7,3.7
105,°­¸ª,2020-01-09 22:00,2.9,,4.6,230,54,,,,5,3.5
105,°­¸ª,2020-01-09 23:00,2.5,,4.2,230,54,,,,5,3.3
105,°­¸ª,2020-01-10 00:00,2.1,,3.3,250,56,,,,4,3
105,°­¸ª,2020-01-10 01:00,1.7,,3.1,230,57,,,,5,2.8
105,°­¸ª,2020-01-10 02:00,1.5,,2.8,250,58,,,,5,2.7
105,°­¸ª,2020-01-10 03:00,1.3,,2.6,250,58,,,,2,2.5
105,°­¸ª,2020-01-10 04:00,1.2,,2.8,230,59,,,,4,2.4
105,°­¸ª,2020-01-10 05:00,1.1,,3,230,59,,,,2,2.4
105,°­¸ª,2020-01-10 06:00,.9,,2.6,250,58,,,,1,2.3
105,°­¸ª,2020-01-10 07:00,1.1,,3.6,230,55,,,,6,2.2
105,°­¸ª,2020-01-10 08:00,1.1,,3.8,250,54,0,.01,,8,2.1
105,°­¸ª,2020-01-10 09:00,1.9,,3.8,250,52,.3,.28,,5,2.1
105,°­¸ª,2020-01-10 10:00,3.8,,2.7,250,47,.6,.71,,5,2.1
105,°­¸ª,2020-01-10 11:00,7.1,,1.2,250,39,1,1.4,,4,2.1
105,°­¸ª,2020-01-10 12:00,9.2,,1.5,110,34,1,1.75,,4,2.6
105,°­¸ª,2020-01-10 13:00,9.9,,1.5,90,39,1,1.79,,3,3.6
105,°­¸ª,2020-01-10 14:00,10,,2,70,39,1,1.77,,2,4.5
105,°­¸ª,2020-01-10 15:00,10.1,,1.6,70,38,1,1.47,,1,5.1
105,°­¸ª,2020-01-10 16:00,9.6,,1,70,40,1,.93,,0,5.4
105,°­¸ª,2020-01-10 17:00,9.1,,1.7,230,34,1,.39,,1,5.5
105,°­¸ª,2020-01-10 18:00,7.1,,3.2,250,32,0,.02,,0,5.2
105,°­¸ª,2020-01-10 19:00,6.1,,3.9,250,34,,,,0,4.7
105,°­¸ª,2020-01-10 20:00,5.2,,3.6,250,37,,,,6,4.3
105,°­¸ª,2020-01-10 21:00,5,,3.4,250,39,,,,4,4
105,°­¸ª,2020-01-10 22:00,4.7,,4.8,250,40,,,,5,3.7
105,°­¸ª,2020-01-10 23:00,4.4,,3.1,250,42,,,,6,3.5
105,°­¸ª,2020-01-11 00:00,4.1,,3.1,250,41,,,,4,3.3
105,°­¸ª,2020-01-11 01:00,4,,3.5,250,41,,,,7,3.1
105,°­¸ª,2020-01-11 02:00,3.8,,3.8,250,40,,,,7,3
105,°­¸ª,2020-01-11 03:00,3.3,,3.5,250,42,,,,2,2.9
105,°­¸ª,2020-01-11 04:00,3.2,,5.2,230,42,,,,0,2.7
105,°­¸ª,2020-01-11 05:00,2.3,,2.1,230,44,,,,0,2.5
105,°­¸ª,2020-01-11 06:00,1.7,,2.6,230,47,,,,0,2.4
105,°­¸ª,2020-01-11 07:00,1.7,,3.3,230,47,,,,0,2.3
105,°­¸ª,2020-01-11 08:00,1.8,,3.1,230,46,0,.01,,0,2.2
105,°­¸ª,2020-01-11 09:00,2.9,,3.1,230,43,1,.34,,0,2.2
105,°­¸ª,2020-01-11 10:00,4.2,,3.3,230,40,1,.92,,0,2.1
105,°­¸ª,2020-01-11 11:00,5.4,,3,250,37,1,1.45,,0,2.2
105,°­¸ª,2020-01-11 12:00,6.7,,3.4,230,35,1,1.71,,0,2.5
105,°­¸ª,2020-01-11 13:00,8.1,,2,200,30,1,1.88,,0,3.3
105,°­¸ª,2020-01-11 14:00,7.7,,1.7,50,35,1,1.75,,0,4
105,°­¸ª,2020-01-11 15:00,7.5,,2,360,37,1,1.44,,0,4.4
105,°­¸ª,2020-01-11 16:00,7.1,,1.8,20,40,1,.97,,0,4.7
105,°­¸ª,2020-01-11 17:00,6.6,,1.1,270,42,1,.38,,2,4.7
105,°­¸ª,2020-01-11 18:00,5,,1.6,250,41,0,.02,,3,4.4
105,°­¸ª,2020-01-11 19:00,4,,2.1,200,44,,,,3,4
105,°­¸ª,2020-01-11 20:00,3.4,,2.3,200,47,,,,5,3.7
105,°­¸ª,2020-01-11 21:00,3.6,,3.3,230,46,,,,7,3.4
105,°­¸ª,2020-01-11 22:00,3.1,,2.5,230,48,,,,5,3.2
105,°­¸ª,2020-01-11 23:00,2.8,,1.8,250,50,,,,9,3
105,°­¸ª,2020-01-12 00:00,2.7,,2.3,250,50,,,,7,2.9
105,°­¸ª,2020-01-12 01:00,2.8,,3.4,230,50,,,,8,2.7
105,°­¸ª,2020-01-12 02:00,2.7,,2.9,200,49,,,,8,2.6
105,°­¸ª,2020-01-12 03:00,2.7,,3.2,230,50,,,,8,2.6
105,°­¸ª,2020-01-12 04:00,2.7,,3.1,230,50,,,,9,2.5
105,°­¸ª,2020-01-12 05:00,2.8,,3.2,230,48,,,,9,2.4
105,°­¸ª,2020-01-12 06:00,2.3,,3.4,230,49,,,,6,2.4
105,°­¸ª,2020-01-12 07:00,2,,3.5,230,45,,,,5,2.2
105,°­¸ª,2020-01-12 08:00,1.8,,4.1,230,43,0,.01,,5,2.1
105,°­¸ª,2020-01-12 09:00,2.4,,4.9,230,40,.6,.32,,7,2.1
105,°­¸ª,2020-01-12 10:00,3.9,,4.1,230,37,.5,.73,,5,2.1
105,°­¸ª,2020-01-12 11:00,4.8,,4.1,230,34,1,1.35,,6,2.2
105,°­¸ª,2020-01-12 12:00,6.3,,2.8,250,34,1,1.56,,2,2.6
105,°­¸ª,2020-01-12 13:00,7.2,,1.5,270,31,1,1.97,,7,3.3
105,°­¸ª,2020-01-12 14:00,7.4,,3.3,320,27,1,2.07,,8,4.1
105,°­¸ª,2020-01-12 15:00,6.4,,4.3,320,32,.9,1.32,,6,4.6
105,°­¸ª,2020-01-12 16:00,5.7,,2.6,290,34,.8,.83,,6,4.6
105,°­¸ª,2020-01-12 17:00,5.1,,2.6,250,39,.7,.27,,6,4.4
105,°­¸ª,2020-01-12 18:00,3.7,,2.4,250,44,0,.02,,7,4.1
105,°­¸ª,2020-01-12 19:00,3.2,,2.6,230,46,,,,7,3.8
105,°­¸ª,2020-01-12 20:00,2.7,,2.7,230,47,,,,7,3.6
105,°­¸ª,2020-01-12 21:00,2.2,,3.8,230,47,,,,7,3.3
105,°­¸ª,2020-01-12 22:00,1.7,,3.8,230,48,,,,3,3
105,°­¸ª,2020-01-12 23:00,1.3,,4.7,230,48,,,,3,2.8
105,°­¸ª,2020-01-13 00:00,1,,5.4,230,49,,,,0,2.6
105,°­¸ª,2020-01-13 01:00,.8,,5.3,230,49,,,,1,2.4
105,°­¸ª,2020-01-13 02:00,.9,,4.8,230,47,,,,1,2.3
105,°­¸ª,2020-01-13 03:00,.9,,3.8,230,44,,,,4,2.2
105,°­¸ª,2020-01-13 04:00,.5,,5.7,230,47,,,,1,2.1
105,°­¸ª,2020-01-13 05:00,.2,,4.5,230,48,,,,2,2.1
105,°­¸ª,2020-01-13 06:00,.1,,5.1,230,46,,,,6,2
105,°­¸ª,2020-01-13 07:00,-.2,,3,230,46,,,,2,1.9
105,°­¸ª,2020-01-13 08:00,-.5,,3.1,200,46,0,.01,,0,1.8
105,°­¸ª,2020-01-13 09:00,.5,,4.1,230,41,1,.36,,1,1.8
105,°­¸ª,2020-01-13 10:00,1.5,,4.7,230,38,1,.94,,0,1.7
105,°­¸ª,2020-01-13 11:00,1.9,,4.4,230,38,1,1.47,,0,1.7
105,°­¸ª,2020-01-13 12:00,3.3,,4.7,230,35,1,1.81,,0,1.7
105,°­¸ª,2020-01-13 13:00,3.3,,6.1,250,32,1,1.98,,0,1.8
105,°­¸ª,2020-01-13 14:00,3.6,,6.1,250,32,1,1.9,,0,1.9
105,°­¸ª,2020-01-13 15:00,4.1,,4.4,250,33,1,1.54,,0,2.2
105,°­¸ª,2020-01-13 16:00,4,,3.8,250,29,1,1.04,,0,2.5
105,°­¸ª,2020-01-13 17:00,3.1,,3.5,250,30,1,.43,,4,2.6
105,°­¸ª,2020-01-13 18:00,1.9,,3.3,250,31,.1,.02,,0,2.4
105,°­¸ª,2020-01-13 19:00,1.2,,3.9,250,31,,,,0,2.2
105,°­¸ª,2020-01-13 20:00,.6,,4.2,230,33,,,,1,2.1
105,°­¸ª,2020-01-13 21:00,.3,,4.3,250,33,,,,0,2
105,°­¸ª,2020-01-13 22:00,-.1,,3.5,230,35,,,,0,1.9
105,°­¸ª,2020-01-13 23:00,-.5,,2.6,230,35,,,,3,1.8
105,°­¸ª,2020-01-14 00:00,-.7,,3.2,230,36,,,,0,1.7
105,°­¸ª,2020-01-14 01:00,-1,,3.3,230,35,,,,6,1.6
105,°­¸ª,2020-01-14 02:00,-1,,3.2,230,34,,,,8,1.5
105,°­¸ª,2020-01-14 03:00,-1.2,,3.7,230,35,,,,7,1.5
105,°­¸ª,2020-01-14 04:00,-1.3,,2.7,230,35,,,,7,1.4
105,°­¸ª,2020-01-14 05:00,-1.5,,3.6,230,35,,,,4,1.4
105,°­¸ª,2020-01-14 06:00,-1.7,,2.7,230,36,,,,0,1.3
105,°­¸ª,2020-01-14 07:00,-1.9,,3.7,230,37,,,,0,1.2
105,°­¸ª,2020-01-14 08:00,-2.1,,3.8,250,37,0,0,,0,1.2
105,°­¸ª,2020-01-14 09:00,-1,,3.6,250,35,.9,.35,,0,1.2
