ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,±â¿Â(¡ÆC),°­¼ö·®(mm),Ç³¼Ó(m/s),Ç³Çâ(16¹æÀ§),½Àµµ(%),ÀÏÁ¶(hr),ÀÏ»ç(MJ/m2),Àû¼³(cm),Àü¿î·®(10ºÐÀ§),10cm ÁöÁß¿Âµµ(¡ÆC)
152,¿ï»ê,2020-03-10 00:00,10.4,4.7,1.4,360,98,,,,10,
152,¿ï»ê,2020-03-10 01:00,10.4,,2.3,340,98,,,,10,
152,¿ï»ê,2020-03-10 02:00,10.3,,1.7,20,98,,,,10,
152,¿ï»ê,2020-03-10 03:00,10.4,7.5,2.7,340,98,,,,10,
152,¿ï»ê,2020-03-10 04:00,10.2,,2.1,320,98,,,,10,
152,¿ï»ê,2020-03-10 05:00,10,,2.4,320,98,,,,10,
152,¿ï»ê,2020-03-10 06:00,10.1,8.2,2.8,320,98,,,,10,
152,¿ï»ê,2020-03-10 07:00,10.1,,2.8,320,98,0,,,10,
152,¿ï»ê,2020-03-10 08:00,10.3,,2.8,340,98,0,,,10,
152,¿ï»ê,2020-03-10 09:00,10.4,1.3,2.5,340,98,0,,,10,
152,¿ï»ê,2020-03-10 10:00,10.9,,2.7,340,98,0,,,10,
152,¿ï»ê,2020-03-10 11:00,10.5,,2.6,320,98,0,,,10,
152,¿ï»ê,2020-03-10 12:00,10.7,0,3.4,340,93,0,,,10,
152,¿ï»ê,2020-03-10 13:00,10.9,,1.4,320,95,0,,,10,
152,¿ï»ê,2020-03-10 14:00,11,,2.5,340,97,0,,,10,
152,¿ï»ê,2020-03-10 15:00,10.8,2,1.7,360,98,0,,,10,
152,¿ï»ê,2020-03-10 16:00,10.4,,1.5,360,96,0,,,10,
152,¿ï»ê,2020-03-10 17:00,10.1,,2.8,290,89,0,,,9,
152,¿ï»ê,2020-03-10 18:00,9.5,.3,4,270,77,0,,,8,
152,¿ï»ê,2020-03-10 19:00,9.3,,3.9,320,72,0,,,9,
152,¿ï»ê,2020-03-10 20:00,9.1,,4.4,320,70,,,,9,
152,¿ï»ê,2020-03-10 21:00,9,,4.2,320,69,,,,10,
152,¿ï»ê,2020-03-10 22:00,8.6,,2.8,320,69,,,,3,
152,¿ï»ê,2020-03-10 23:00,8.2,,2.5,290,68,,,,3,
152,¿ï»ê,2020-03-11 00:00,8,,2.5,290,67,,,,2,
152,¿ï»ê,2020-03-11 01:00,7,,2.7,270,64,,,,0,
152,¿ï»ê,2020-03-11 02:00,5.7,,3.1,290,57,,,,0,
152,¿ï»ê,2020-03-11 03:00,4.8,,2.7,290,55,,,,0,
152,¿ï»ê,2020-03-11 04:00,4.3,,3.1,320,54,,,,0,
152,¿ï»ê,2020-03-11 05:00,4.1,,3.5,320,51,,,,0,
152,¿ï»ê,2020-03-11 06:00,3.4,,3.2,290,53,,,,0,
152,¿ï»ê,2020-03-11 07:00,3.1,,3.1,320,54,.1,,,0,
152,¿ï»ê,2020-03-11 08:00,4.4,,3.3,320,47,1,,,0,
152,¿ï»ê,2020-03-11 09:00,5.7,,3.5,290,42,1,,,0,
152,¿ï»ê,2020-03-11 10:00,6.6,,3.3,290,38,1,,,0,
152,¿ï»ê,2020-03-11 11:00,7.9,,4,290,34,1,,,0,
152,¿ï»ê,2020-03-11 12:00,8.6,,3.7,290,30,1,,,0,
152,¿ï»ê,2020-03-11 13:00,9.9,,4,290,26,1,,,0,
152,¿ï»ê,2020-03-11 14:00,10.9,,3.8,290,24,1,,,0,
152,¿ï»ê,2020-03-11 15:00,10.8,,4.5,270,22,1,,,0,
152,¿ï»ê,2020-03-11 16:00,11,,3.9,290,20,1,,,0,
152,¿ï»ê,2020-03-11 17:00,10.4,,4.4,290,19,1,,,0,
152,¿ï»ê,2020-03-11 18:00,9.7,,3,320,22,1,,,0,
152,¿ï»ê,2020-03-11 19:00,8.5,,2.2,320,22,.1,,,0,
152,¿ï»ê,2020-03-11 20:00,7.6,,1.9,290,26,,,,0,
152,¿ï»ê,2020-03-11 21:00,5,,.8,360,36,,,,0,
152,¿ï»ê,2020-03-11 22:00,5.4,,2.3,320,30,,,,0,
152,¿ï»ê,2020-03-11 23:00,4.9,,2.2,320,32,,,,0,
152,¿ï»ê,2020-03-12 00:00,4.6,,1.4,340,33,,,,0,
152,¿ï»ê,2020-03-12 01:00,2.9,,1.3,70,40,,,,1,
152,¿ï»ê,2020-03-12 02:00,3.3,,1.6,20,40,,,,0,
152,¿ï»ê,2020-03-12 03:00,3.2,,2.6,340,42,,,,0,
152,¿ï»ê,2020-03-12 04:00,3.9,,3.4,340,40,,,,0,
152,¿ï»ê,2020-03-12 05:00,2.8,,1.7,340,43,,,,0,
152,¿ï»ê,2020-03-12 06:00,3.3,,2.5,340,40,,,,0,
152,¿ï»ê,2020-03-12 07:00,3.7,,3.4,340,38,0,,,0,
152,¿ï»ê,2020-03-12 08:00,4.8,,1.3,320,36,1,,,0,
152,¿ï»ê,2020-03-12 09:00,7.3,,2.4,320,32,1,,,0,
152,¿ï»ê,2020-03-12 10:00,9.4,,1.1,340,29,1,,,0,
152,¿ï»ê,2020-03-12 11:00,11.2,,1.6,140,27,1,,,0,
152,¿ï»ê,2020-03-12 12:00,12.7,,2.5,160,22,1,,,0,
152,¿ï»ê,2020-03-12 13:00,14,,2.9,140,29,1,,,0,
152,¿ï»ê,2020-03-12 14:00,14.9,,3.1,110,30,1,,,0,
152,¿ï»ê,2020-03-12 15:00,16,,3.4,200,12,1,,,0,
152,¿ï»ê,2020-03-12 16:00,16.5,,3.2,200,12,1,,,0,
152,¿ï»ê,2020-03-12 17:00,15.6,,3.4,200,17,1,,,0,
152,¿ï»ê,2020-03-12 18:00,14.1,,3.5,200,21,1,,,1,
152,¿ï»ê,2020-03-12 19:00,12,,2,160,28,0,,,1,
152,¿ï»ê,2020-03-12 20:00,11.5,,2.9,200,26,,,,6,
152,¿ï»ê,2020-03-12 21:00,9.6,,1.1,160,28,,,,3,
152,¿ï»ê,2020-03-12 22:00,9.2,,1.5,200,28,,,,6,
152,¿ï»ê,2020-03-12 23:00,10.1,,3.2,200,26,,,,6,
152,¿ï»ê,2020-03-13 00:00,8.1,,1.3,200,33,,,,4,
152,¿ï»ê,2020-03-13 01:00,8.5,,1.9,270,36,,,,7,
152,¿ï»ê,2020-03-13 02:00,7.8,,1.9,290,44,,,,4,
152,¿ï»ê,2020-03-13 03:00,7.9,,2.7,290,48,,,,6,
152,¿ï»ê,2020-03-13 04:00,7.6,,2.2,320,49,,,,8,
152,¿ï»ê,2020-03-13 05:00,5,,1.6,320,56,,,,8,
152,¿ï»ê,2020-03-13 06:00,7.5,,1.4,320,44,,,,9,
152,¿ï»ê,2020-03-13 07:00,7.3,,1.4,320,46,0,,,9,
152,¿ï»ê,2020-03-13 08:00,7.6,,2.4,340,51,0,,,9,
152,¿ï»ê,2020-03-13 09:00,9.2,,1.6,340,52,.2,,,9,
152,¿ï»ê,2020-03-13 10:00,11.1,,3.4,320,51,.5,,,7,
152,¿ï»ê,2020-03-13 11:00,12.8,,3.9,320,48,1,,,7,
152,¿ï»ê,2020-03-13 12:00,13.4,,3.2,320,47,.6,,,6,
152,¿ï»ê,2020-03-13 13:00,14.7,,3.1,340,39,1,,,4,
152,¿ï»ê,2020-03-13 14:00,16,,2.1,270,33,1,,,4,
152,¿ï»ê,2020-03-13 15:00,16.2,,2.9,140,44,1,,,3,
152,¿ï»ê,2020-03-13 16:00,14.3,,2.9,160,45,1,,,3,
152,¿ï»ê,2020-03-13 17:00,13.3,,2.2,140,47,.9,,,5,
152,¿ï»ê,2020-03-13 18:00,12.4,,1.5,140,48,.4,,,5,
152,¿ï»ê,2020-03-13 19:00,11.6,,1.2,140,52,0,,,6,
152,¿ï»ê,2020-03-13 20:00,10.7,,1.6,340,57,,,,3,
152,¿ï»ê,2020-03-13 21:00,10.4,,2.4,340,42,,,,9,
152,¿ï»ê,2020-03-13 22:00,9.4,,2.6,340,78,,,,9,
152,¿ï»ê,2020-03-13 23:00,8.6,,1.5,360,80,,,,10,
152,¿ï»ê,2020-03-14 00:00,7.8,,2.3,360,80,,,,8,
152,¿ï»ê,2020-03-14 01:00,6.8,,2.6,360,73,,,,8,
152,¿ï»ê,2020-03-14 02:00,6.4,,2.5,360,42,,,,8,
152,¿ï»ê,2020-03-14 03:00,5.8,,2.2,360,27,,,,10,
152,¿ï»ê,2020-03-14 04:00,5.2,,2.5,340,24,,,,10,
152,¿ï»ê,2020-03-14 05:00,4,,2.9,20,28,,,,10,
152,¿ï»ê,2020-03-14 06:00,3.4,,.5,320,31,,,,10,
152,¿ï»ê,2020-03-14 07:00,3,,1.9,360,35,0,,,10,
152,¿ï»ê,2020-03-14 08:00,3.3,,2.5,360,37,.4,,,6,
152,¿ï»ê,2020-03-14 09:00,4.3,,2.7,360,32,1,,,0,
152,¿ï»ê,2020-03-14 10:00,6.1,,3.6,340,27,1,,,0,
152,¿ï»ê,2020-03-14 11:00,7.7,,2.7,290,25,1,,,0,
152,¿ï»ê,2020-03-14 12:00,8.4,,4.4,290,24,1,,,0,
152,¿ï»ê,2020-03-14 13:00,9.2,,4.8,290,21,1,,,0,
152,¿ï»ê,2020-03-14 14:00,9.9,,4.3,290,19,1,,,0,
152,¿ï»ê,2020-03-14 15:00,10.7,,3.4,290,17,1,,,0,
152,¿ï»ê,2020-03-14 16:00,10.4,,4.2,340,15,1,,,0,
152,¿ï»ê,2020-03-14 17:00,10.5,,4,290,15,1,,,0,
152,¿ï»ê,2020-03-14 18:00,9.5,,2.7,290,18,1,,,0,
152,¿ï»ê,2020-03-14 19:00,8.4,,1.8,270,22,.1,,,0,
152,¿ï»ê,2020-03-14 20:00,8,,1.8,270,23,,,,0,
152,¿ï»ê,2020-03-14 21:00,7.7,,2,270,24,,,,0,
152,¿ï»ê,2020-03-14 22:00,6.4,,1.8,290,29,,,,0,
152,¿ï»ê,2020-03-14 23:00,6.1,,1.5,270,31,,,,0,
152,¿ï»ê,2020-03-15 00:00,5.8,,1.5,230,33,,,,0,
152,¿ï»ê,2020-03-15 01:00,5.6,,2.2,230,34,,,,0,
152,¿ï»ê,2020-03-15 02:00,5.2,,1.7,200,39,,,,0,
152,¿ï»ê,2020-03-15 03:00,4.8,,1.1,230,46,,,,0,
152,¿ï»ê,2020-03-15 04:00,3.8,,.5,250,53,,,,0,
152,¿ï»ê,2020-03-15 05:00,5.2,,2.3,270,43,,,,0,
152,¿ï»ê,2020-03-15 06:00,4.5,,2,290,45,,,,0,
152,¿ï»ê,2020-03-15 07:00,4.6,,.2,0,43,.2,,,0,
152,¿ï»ê,2020-03-15 08:00,6.1,,2,180,42,1,,,0,
152,¿ï»ê,2020-03-15 09:00,7.1,,3.1,200,39,1,,,0,
152,¿ï»ê,2020-03-15 10:00,9.4,,3.4,270,29,1,,,0,
152,¿ï»ê,2020-03-15 11:00,10.5,,3.7,250,26,1,,,0,
152,¿ï»ê,2020-03-15 12:00,10.3,,3.6,270,27,.9,,,7,
152,¿ï»ê,2020-03-15 13:00,11,,2.9,250,27,1,,,8,
152,¿ï»ê,2020-03-15 14:00,11.1,,4.1,270,26,.4,,,9,
152,¿ï»ê,2020-03-15 15:00,9.5,,3.6,200,40,0,,,8,
152,¿ï»ê,2020-03-15 16:00,11.7,,3.5,270,29,1,,,7,
152,¿ï»ê,2020-03-15 17:00,8.2,,5.6,270,42,.1,,,10,
152,¿ï»ê,2020-03-15 18:00,7.8,.3,4.2,270,54,0,,,6,
152,¿ï»ê,2020-03-15 19:00,7.8,,3.8,320,34,0,,,1,
152,¿ï»ê,2020-03-15 20:00,7,,4.1,320,32,,,,6,
152,¿ï»ê,2020-03-15 21:00,5.7,,2.8,320,31,,,,2,
152,¿ï»ê,2020-03-15 22:00,4.6,,2.7,320,30,,,,0,
152,¿ï»ê,2020-03-15 23:00,3.4,,2.6,340,37,,,,0,
152,¿ï»ê,2020-03-16 00:00,2.9,,3.9,290,41,,,,0,
152,¿ï»ê,2020-03-16 01:00,2.2,,2.6,320,48,,,,0,
152,¿ï»ê,2020-03-16 02:00,1.5,,1.7,340,53,,,,0,
152,¿ï»ê,2020-03-16 03:00,1.1,,2.3,340,56,,,,0,
152,¿ï»ê,2020-03-16 04:00,1,,2.2,360,56,,,,0,
152,¿ï»ê,2020-03-16 05:00,.4,,2.3,360,59,,,,0,
152,¿ï»ê,2020-03-16 06:00,.2,,2.3,20,60,,,,0,
152,¿ï»ê,2020-03-16 07:00,.9,,3,340,59,.2,,,0,
152,¿ï»ê,2020-03-16 08:00,2.5,,4.1,340,54,1,,,0,
152,¿ï»ê,2020-03-16 09:00,4.4,,3.6,340,51,1,,,0,
152,¿ï»ê,2020-03-16 10:00,6.1,,3.8,320,44,1,,,0,
152,¿ï»ê,2020-03-16 11:00,7.9,,2.8,320,38,1,,,0,
152,¿ï»ê,2020-03-16 12:00,9.1,,2.1,270,32,1,,,1,
152,¿ï»ê,2020-03-16 13:00,10.4,,2.1,70,27,1,,,1,
152,¿ï»ê,2020-03-16 14:00,10.6,,2.2,140,23,1,,,0,
152,¿ï»ê,2020-03-16 15:00,10.4,,3.9,160,37,1,,,0,
152,¿ï»ê,2020-03-16 16:00,9.5,,3,140,41,1,,,0,
152,¿ï»ê,2020-03-16 17:00,9.4,,3.3,140,42,1,,,1,
152,¿ï»ê,2020-03-16 18:00,8.3,,3.7,160,44,1,,,0,
152,¿ï»ê,2020-03-16 19:00,8,,3.5,200,46,.1,,,0,
152,¿ï»ê,2020-03-16 20:00,7.5,,3.3,200,47,,,,0,
152,¿ï»ê,2020-03-16 21:00,7.3,,4.1,200,42,,,,0,
152,¿ï»ê,2020-03-16 22:00,6.9,,3.6,200,43,,,,7,
152,¿ï»ê,2020-03-16 23:00,6.7,,3.3,230,44,,,,6,
152,¿ï»ê,2020-03-17 00:00,6.3,,2.6,230,45,,,,6,
152,¿ï»ê,2020-03-17 01:00,6.3,,1.6,230,46,,,,6,
152,¿ï»ê,2020-03-17 02:00,5.5,,2.1,200,50,,,,5,
152,¿ï»ê,2020-03-17 03:00,4.4,,.2,0,56,,,,7,
152,¿ï»ê,2020-03-17 04:00,4.3,,.8,290,56,,,,7,
152,¿ï»ê,2020-03-17 05:00,3.6,,.4,0,59,,,,7,
152,¿ï»ê,2020-03-17 06:00,3.5,,1.4,340,60,,,,6,
152,¿ï»ê,2020-03-17 07:00,3.3,,.7,50,60,0,,,4,
152,¿ï»ê,2020-03-17 08:00,5.8,,.2,0,56,.7,,,2,
152,¿ï»ê,2020-03-17 09:00,8.1,,1.2,110,45,1,,,0,
152,¿ï»ê,2020-03-17 10:00,10.5,,1.6,140,32,1,,,0,
152,¿ï»ê,2020-03-17 11:00,13,,1.6,140,31,1,,,0,
152,¿ï»ê,2020-03-17 12:00,16.3,,2.3,250,30,1,,,0,
152,¿ï»ê,2020-03-17 13:00,17.4,,3.5,230,26,1,,,0,
152,¿ï»ê,2020-03-17 14:00,17.5,,3.7,230,24,1,,,0,
152,¿ï»ê,2020-03-17 15:00,18.1,,4.4,230,26,1,,,0,
152,¿ï»ê,2020-03-17 16:00,18.7,,3,250,28,1,,,2,
152,¿ï»ê,2020-03-17 17:00,17.8,,3.6,250,31,1,,,4,
152,¿ï»ê,2020-03-17 18:00,15.8,,4.4,200,45,.9,,,2,
152,¿ï»ê,2020-03-17 19:00,14.5,,2.9,230,52,0,,,0,
152,¿ï»ê,2020-03-17 20:00,12.5,,.6,20,57,,,,0,
152,¿ï»ê,2020-03-17 21:00,12.9,,1.2,230,53,,,,0,
152,¿ï»ê,2020-03-17 22:00,12.8,,1.1,230,54,,,,0,
152,¿ï»ê,2020-03-17 23:00,11.8,,3.2,340,53,,,,0,
152,¿ï»ê,2020-03-18 00:00,10.4,,2.8,340,58,,,,0,
152,¿ï»ê,2020-03-18 01:00,10,,1.7,320,52,,,,0,
152,¿ï»ê,2020-03-18 02:00,10.3,,2.4,320,43,,,,0,
152,¿ï»ê,2020-03-18 03:00,9.5,,1.5,320,44,,,,0,
152,¿ï»ê,2020-03-18 04:00,8.9,,1.4,290,43,,,,0,
152,¿ï»ê,2020-03-18 05:00,7.6,,1.2,340,54,,,,0,
152,¿ï»ê,2020-03-18 06:00,8,,1.4,290,48,,,,0,
152,¿ï»ê,2020-03-18 07:00,6.4,,.9,320,61,.3,,,0,
152,¿ï»ê,2020-03-18 08:00,8.8,,.5,360,54,1,,,0,
152,¿ï»ê,2020-03-18 09:00,11.4,,1.7,90,48,1,,,0,
152,¿ï»ê,2020-03-18 10:00,12.5,,1.4,140,34,1,,,0,
152,¿ï»ê,2020-03-18 11:00,13.9,,2.8,250,26,1,,,0,
152,¿ï»ê,2020-03-18 12:00,15.9,,2.7,200,23,1,,,0,
152,¿ï»ê,2020-03-18 13:00,16.3,,3.1,140,21,1,,,0,
152,¿ï»ê,2020-03-18 14:00,15.4,,3.7,140,31,1,,,0,
152,¿ï»ê,2020-03-18 15:00,15.7,,3.6,140,35,1,,,0,
152,¿ï»ê,2020-03-18 16:00,16,,2.8,140,34,1,,,0,
152,¿ï»ê,2020-03-18 17:00,15.4,,2.8,140,40,1,,,0,
152,¿ï»ê,2020-03-18 18:00,14.9,,3.2,160,39,1,,,0,
152,¿ï»ê,2020-03-18 19:00,13.8,,3.4,200,37,.1,,,0,
152,¿ï»ê,2020-03-18 20:00,13.3,,4.5,200,39,,,,0,
152,¿ï»ê,2020-03-18 21:00,12.2,,2.8,230,44,,,,0,
152,¿ï»ê,2020-03-18 22:00,11.5,,2.9,200,46,,,,0,
152,¿ï»ê,2020-03-18 23:00,11.6,,3.6,200,47,,,,0,
152,¿ï»ê,2020-03-19 00:00,10.3,,.7,140,56,,,,0,
152,¿ï»ê,2020-03-19 01:00,11.1,,1,200,68,,,,0,
152,¿ï»ê,2020-03-19 02:00,11.9,,2.3,200,74,,,,0,
152,¿ï»ê,2020-03-19 03:00,11.5,,1.8,180,82,,,,0,
152,¿ï»ê,2020-03-19 04:00,11.7,,2.2,200,82,,,,0,
152,¿ï»ê,2020-03-19 05:00,13.3,,3.5,230,71,,,,0,
152,¿ï»ê,2020-03-19 06:00,12.5,,2,230,73,,,,0,
152,¿ï»ê,2020-03-19 07:00,12.5,,1.3,230,75,0,,,0,
152,¿ï»ê,2020-03-19 08:00,14.3,,1.5,180,64,1,,,0,
152,¿ï»ê,2020-03-19 09:00,16,,5.3,200,55,1,,,0,
152,¿ï»ê,2020-03-19 10:00,17.6,,5.3,200,50,1,,,3,
152,¿ï»ê,2020-03-19 11:00,19,,4.6,180,46,1,,,3,
152,¿ï»ê,2020-03-19 12:00,19.7,,5.6,200,43,1,,,2,
152,¿ï»ê,2020-03-19 13:00,20.4,,5.7,200,42,1,,,3,
152,¿ï»ê,2020-03-19 14:00,20.3,,6.4,230,34,1,,,2,
152,¿ï»ê,2020-03-19 15:00,20,,5.6,230,30,1,,,3,
152,¿ï»ê,2020-03-19 16:00,17.8,,5,270,20,1,,,0,
152,¿ï»ê,2020-03-19 17:00,15.2,,5.9,270,14,1,,,0,
152,¿ï»ê,2020-03-19 18:00,12.4,,4.1,290,21,1,,,0,
152,¿ï»ê,2020-03-19 19:00,10.3,,4.4,290,20,.1,,,0,
152,¿ï»ê,2020-03-19 20:00,9.1,,3.2,290,22,,,,0,
152,¿ï»ê,2020-03-19 21:00,8.2,,2.3,270,23,,,,0,
152,¿ï»ê,2020-03-19 22:00,8,,4,270,24,,,,0,
152,¿ï»ê,2020-03-19 23:00,7.5,,3.3,270,30,,,,0,
152,¿ï»ê,2020-03-20 00:00,7.2,,2.4,270,34,,,,0,
152,¿ï»ê,2020-03-20 01:00,7.5,,3.7,270,35,,,,0,
152,¿ï»ê,2020-03-20 02:00,7.7,,4.3,270,36,,,,0,
152,¿ï»ê,2020-03-20 03:00,7.9,,4.9,290,34,,,,0,
152,¿ï»ê,2020-03-20 04:00,7.5,,2.8,320,35,,,,0,
152,¿ï»ê,2020-03-20 05:00,7.7,,2.7,290,34,,,,0,
152,¿ï»ê,2020-03-20 06:00,7.1,,1.6,270,34,,,,0,
152,¿ï»ê,2020-03-20 07:00,7.6,,2.9,290,34,.3,,,0,
152,¿ï»ê,2020-03-20 08:00,8.9,,3.7,290,33,1,,,0,
152,¿ï»ê,2020-03-20 09:00,9.9,,4.1,290,31,1,,,0,
152,¿ï»ê,2020-03-20 10:00,11.2,,4.5,290,26,1,,,0,
152,¿ï»ê,2020-03-20 11:00,12.6,,3.9,290,23,1,,,0,
152,¿ï»ê,2020-03-20 12:00,13.8,,2.7,290,18,1,,,0,
152,¿ï»ê,2020-03-20 13:00,15.3,,2.5,270,15,1,,,0,
152,¿ï»ê,2020-03-20 14:00,16.5,,1.9,230,14,1,,,0,
152,¿ï»ê,2020-03-20 15:00,17,,2.6,140,27,1,,,0,
152,¿ï»ê,2020-03-20 16:00,16.3,,3.2,140,31,1,,,0,
152,¿ï»ê,2020-03-20 17:00,17.2,,2.8,230,17,1,,,0,
152,¿ï»ê,2020-03-20 18:00,15.7,,3.6,230,22,1,,,0,
152,¿ï»ê,2020-03-20 19:00,13.9,,3.8,200,28,0,,,0,
152,¿ï»ê,2020-03-20 20:00,12.6,,3.2,200,33,,,,0,
152,¿ï»ê,2020-03-20 21:00,11.2,,1.5,200,38,,,,0,
152,¿ï»ê,2020-03-20 22:00,10.8,,1.7,200,40,,,,0,
152,¿ï»ê,2020-03-20 23:00,11.2,,2.7,200,40,,,,0,
152,¿ï»ê,2020-03-21 00:00,10.4,,.8,270,44,,,,0,
152,¿ï»ê,2020-03-21 01:00,11.7,,2.5,230,35,,,,0,
152,¿ï»ê,2020-03-21 02:00,9,,1.4,320,44,,,,1,
152,¿ï»ê,2020-03-21 03:00,9.5,,.1,0,38,,,,0,
152,¿ï»ê,2020-03-21 04:00,8.8,,.6,340,37,,,,0,
152,¿ï»ê,2020-03-21 05:00,7.8,,1.8,360,41,,,,0,
152,¿ï»ê,2020-03-21 06:00,7.5,,1,340,42,,,,0,
152,¿ï»ê,2020-03-21 07:00,7.8,,.7,360,43,0,,,0,
152,¿ï»ê,2020-03-21 08:00,10.1,,.2,0,42,.6,,,0,
152,¿ï»ê,2020-03-21 09:00,13,,1,140,34,1,,,0,
152,¿ï»ê,2020-03-21 10:00,16,,1.6,140,30,1,,,0,
152,¿ï»ê,2020-03-21 11:00,17.8,,2.1,140,28,1,,,0,
152,¿ï»ê,2020-03-21 12:00,18.3,,3.1,140,42,1,,,0,
152,¿ï»ê,2020-03-21 13:00,21.2,,2.4,140,35,1,,,0,
152,¿ï»ê,2020-03-21 14:00,20.6,,2.4,110,43,1,,,0,
152,¿ï»ê,2020-03-21 15:00,23.5,,4,200,28,1,,,0,
152,¿ï»ê,2020-03-21 16:00,20.6,,1.8,160,45,1,,,0,
152,¿ï»ê,2020-03-21 17:00,22,,3,180,35,1,,,2,
152,¿ï»ê,2020-03-21 18:00,20.2,,3.6,200,44,.3,,,6,
152,¿ï»ê,2020-03-21 19:00,17.9,,4.1,200,54,0,,,4,
152,¿ï»ê,2020-03-21 20:00,17.4,,4.6,200,56,,,,5,
152,¿ï»ê,2020-03-21 21:00,16.4,,4.5,200,62,,,,0,
152,¿ï»ê,2020-03-21 22:00,16.2,,4.2,200,63,,,,0,
152,¿ï»ê,2020-03-21 23:00,15.7,,3.4,200,61,,,,0,
152,¿ï»ê,2020-03-22 00:00,15.3,,3.6,180,69,,,,5,
152,¿ï»ê,2020-03-22 01:00,15.9,,3.5,180,63,,,,6,
152,¿ï»ê,2020-03-22 02:00,15.9,,1.3,160,59,,,,7,
152,¿ï»ê,2020-03-22 03:00,16.1,,2.5,200,54,,,,5,
152,¿ï»ê,2020-03-22 04:00,15.9,,1.9,230,55,,,,5,
152,¿ï»ê,2020-03-22 05:00,14.6,,1.6,20,60,,,,3,
152,¿ï»ê,2020-03-22 06:00,15.2,,2.9,20,60,,,,0,
152,¿ï»ê,2020-03-22 07:00,14.7,,2.5,360,68,0,,,6,
152,¿ï»ê,2020-03-22 08:00,15,,2.2,20,69,.1,,,2,
152,¿ï»ê,2020-03-22 09:00,14.1,,2.7,20,70,.7,,,7,
152,¿ï»ê,2020-03-22 10:00,14.3,,3.5,50,66,.8,,,4,
152,¿ï»ê,2020-03-22 11:00,15.5,,3,70,56,1,,,6,
152,¿ï»ê,2020-03-22 12:00,15.7,,3.5,70,55,1,,,4,
152,¿ï»ê,2020-03-22 13:00,14.4,,4.7,70,59,1,,,4,
152,¿ï»ê,2020-03-22 14:00,13.4,,5.3,90,63,1,,,2,
152,¿ï»ê,2020-03-22 15:00,13.2,,4.1,70,62,1,,,2,
152,¿ï»ê,2020-03-22 16:00,12,,4.3,70,65,1,,,1,
152,¿ï»ê,2020-03-22 17:00,11.2,,4,70,65,1,,,4,
152,¿ï»ê,2020-03-22 18:00,10.6,,2.9,70,68,.5,,,3,
152,¿ï»ê,2020-03-22 19:00,10.3,,2.6,70,71,0,,,8,
152,¿ï»ê,2020-03-22 20:00,10.4,,1.7,20,64,,,,8,
152,¿ï»ê,2020-03-22 21:00,10.6,,.9,50,66,,,,9,
152,¿ï»ê,2020-03-22 22:00,10.2,,.8,360,66,,,,8,
152,¿ï»ê,2020-03-22 23:00,10.1,,1.3,340,67,,,,8,
152,¿ï»ê,2020-03-23 00:00,9.4,,1.7,320,72,,,,7,
152,¿ï»ê,2020-03-23 01:00,8.5,,1.6,320,75,,,,0,
152,¿ï»ê,2020-03-23 02:00,7.8,,1.6,320,77,,,,0,
152,¿ï»ê,2020-03-23 03:00,7.1,,2,340,81,,,,0,
152,¿ï»ê,2020-03-23 04:00,6.9,,2.5,320,82,,,,0,
152,¿ï»ê,2020-03-23 05:00,6.4,,2.2,320,83,,,,0,
152,¿ï»ê,2020-03-23 06:00,5.8,,2,340,77,,,,0,
152,¿ï»ê,2020-03-23 07:00,6.8,,2.6,340,60,.3,,,0,
152,¿ï»ê,2020-03-23 08:00,8.5,,2.3,320,48,1,,,0,
152,¿ï»ê,2020-03-23 09:00,10.9,,2.3,320,38,1,,,0,
152,¿ï»ê,2020-03-23 10:00,15.3,,1.2,70,28,1,,,0,
152,¿ï»ê,2020-03-23 11:00,15.7,,2.2,110,25,1,,,0,
152,¿ï»ê,2020-03-23 12:00,17.3,,3.4,320,19,1,,,0,
152,¿ï»ê,2020-03-23 13:00,18.2,,2,320,19,1,,,0,
152,¿ï»ê,2020-03-23 14:00,16.9,,3.4,90,27,1,,,0,
152,¿ï»ê,2020-03-23 15:00,17.4,,2.1,160,24,1,,,0,
152,¿ï»ê,2020-03-23 16:00,19.1,,3.7,340,17,1,,,0,
152,¿ï»ê,2020-03-23 17:00,18.7,,3.5,320,17,1,,,0,
152,¿ï»ê,2020-03-23 18:00,16.6,,4.1,360,27,1,,,0,
152,¿ï»ê,2020-03-23 19:00,13.7,,3,360,44,.1,,,0,
152,¿ï»ê,2020-03-23 20:00,12.1,,3.2,360,53,,,,0,
152,¿ï»ê,2020-03-23 21:00,11.3,,3.4,340,57,,,,0,
152,¿ï»ê,2020-03-23 22:00,10.7,,2.8,340,58,,,,4,
152,¿ï»ê,2020-03-23 23:00,10.2,,2.4,340,56,,,,0,
152,¿ï»ê,2020-03-24 00:00,9.9,,1.9,340,56,,,,0,
152,¿ï»ê,2020-03-24 01:00,9,,1.8,340,60,,,,0,
152,¿ï»ê,2020-03-24 02:00,8.4,,2.2,320,63,,,,0,
152,¿ï»ê,2020-03-24 03:00,8.1,,1.9,320,66,,,,0,
152,¿ï»ê,2020-03-24 04:00,6.7,,.6,340,73,,,,0,
152,¿ï»ê,2020-03-24 05:00,6.3,,1,340,76,,,,0,
152,¿ï»ê,2020-03-24 06:00,5.8,,.9,340,81,,,,0,
