,env_slopesolar,env_levelsolar,env_modtemp,env_airtemp,pow_dcv,pow_dca,watt,기온,강수량,풍속,풍향,습도,일조,일사,적설,전운량,지중온도,match_solar,z_score
2020-06-13 15:00,702.9230769230769,685.0769230769231,37.37692307692308,24.876923076923074,585.5384615384615,28.638461538461538,16742.19230769231,30.9,0.0,2.0,90.0,39.0,1.0,3.17,0.0,0.0,32.6,880.5555555555555,0.6727254148338002
2020-06-13 16:00,514.8333333333334,480.6666666666667,32.9,24.258333333333336,603.5,19.9,12001.316666666666,31.0,0.0,2.7,90.0,40.0,1.0,2.61,0.0,0.0,32.9,725.0,0.035173633448262354
2020-06-13 17:00,240.25,207.16666666666666,27.091666666666665,23.066666666666666,594.9166666666666,9.016666666666667,5378.466666666666,30.7,0.0,2.9,110.0,44.0,1.0,1.94,0.0,0.0,32.6,538.8888888888889,-0.855465593366751
2020-06-14 09:00,380.0833333333333,353.4166666666667,35.575,26.350000000000005,587.6666666666666,16.033333333333335,9420.65,25.9,0.0,0.9,110.0,69.0,0.0,1.07,0.0,10.0,27.1,297.22222222222223,-0.3118737803792103
2020-06-14 10:00,198.0,186.41666666666666,27.183333333333334,22.7,590.6666666666666,9.350000000000001,5524.549999999999,27.3,0.0,1.2,340.0,66.0,0.1,1.4,0.0,10.0,27.5,388.8888888888889,-0.8358203429004775
2020-06-14 11:00,203.23076923076923,184.07692307692307,29.28461538461539,25.392307692307693,591.1538461538462,8.661538461538463,5131.207692307692,28.7,0.0,2.4,200.0,60.0,0.0,1.19,0.0,10.0,28.2,330.55555555555554,-0.8887169189661758
2020-06-14 12:00,848.5,843.3333333333334,46.166666666666664,29.58333333333333,564.75,35.06666666666666,19614.358333333334,28.6,0.0,2.7,250.0,58.0,0.0,0.51,0.0,10.0,28.3,141.66666666666666,1.0589735902207216
2020-06-14 13:00,780.0833333333334,775.75,52.07500000000001,36.291666666666664,563.1666666666666,32.033333333333324,17930.6,30.4,0.0,3.1,230.0,49.0,0.3,1.62,0.0,8.0,28.3,450.0,0.83254218680024
2020-06-14 14:00,763.9230769230769,759.3846153846154,51.07692307692308,36.599999999999994,561.4615384615385,32.04615384615384,17991.976923076923,31.7,0.0,4.2,230.0,43.0,1.0,3.37,0.0,5.0,29.6,936.1111111111111,0.8407961402060271
2020-06-14 15:00,707.4166666666666,688.0833333333334,49.5,36.89999999999999,576.1666666666666,28.308333333333326,16307.624999999998,32.4,0.0,4.4,230.0,43.0,1.0,2.91,0.0,0.0,30.7,808.3333333333334,0.6142849109839227
2020-06-14 16:00,552.25,515.25,44.99999999999999,36.13333333333333,585.0833333333334,20.93333333333334,12247.308333333332,32.3,0.0,3.6,230.0,41.0,1.0,2.5,0.0,1.0,31.4,694.4444444444445,0.0682545318232726
2020-06-14 17:00,318.38461538461536,271.46153846153845,37.315384615384616,33.20769230769231,589.9230769230769,10.999999999999998,6470.992307692307,31.7,0.0,3.8,250.0,41.0,0.9,1.68,0.0,3.0,31.4,466.6666666666667,-0.7085430158965299
2020-06-15 09:00,597.0,562.25,44.099999999999994,35.11666666666667,570.3333333333334,25.049999999999997,14277.066666666668,26.4,0.0,2.9,230.0,46.0,0.7,1.41,0.0,7.0,26.1,391.6666666666667,0.34121592950272056
